PackageName,SPDXID,PackageDownloadLocation,FilesAnalyzed,PackageLicenseConcluded,PackageLicenseDeclared,PackageCopyrightText,PackageChecksum
N/A,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-rc.0-release-tars-kubernetes-node-linux-arm.tar.gz,N/A,N/A,N/A,N/A,N/A,
kube-scheduler.tar,SPDXRef-Package-registry.k8s.io-kube-scheduler-amd64-v1.26.0-rc.0,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 46c9a582e319bfd1e9dfdf908045ff49a9dca3a7, SHA256: 05e7c76142b788b9d59c057c59c612f161a850ab9d4342ee1c928911844c1c90, SHA512: 1492d52ccc8334ce298c6e28e32a01780696fd3abcae902f804f6e99e23dc0fc3cc00fd020ad67e57b973a162685a2494d4457a852ac24182545c8574a4afe5d"
sha256:f3d1c6badec91c053775deb21a1af846ab7a884255ee85c97abead265577122d,SPDXRef-Package-registry.k8s.io-kube-scheduler-amd64-v1.26.0-rc.0-sha256-f3d1c6badec91c053775deb21a1af846ab7a884255ee85c97abead265577122d,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 0550c18184f5e040648645a11e732a630dd696a5, SHA256: f3d1c6badec91c053775deb21a1af846ab7a884255ee85c97abead265577122d, SHA512: 166f83cdbbb7ea883d437822685fe1346be990b5750e3a68c733039f97abfeae661063359bb06152f5c3fd185d1f4e3192d7f270680f1a4da9cb8efcafcf7ad7"
sha256:2d346479a491c29904a3656d2c368febdde34475b6ba4698b4b9a6de897e9f2b,SPDXRef-Package-registry.k8s.io-kube-scheduler-amd64-v1.26.0-rc.0-sha256-2d346479a491c29904a3656d2c368febdde34475b6ba4698b4b9a6de897e9f2b,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 2a06a26f50a99cc9f7034b98cc0b313a944af11c, SHA256: 2d346479a491c29904a3656d2c368febdde34475b6ba4698b4b9a6de897e9f2b, SHA512: 1f9e2e288fcf292a26f2a6ea357e7fab35167bfcc16108c02b4980c876ad4835bb437495d6231952fa167b126a4f9e9126c0cf6a7f2d8f41afac61ea9b938ded"
sha256:10f4a05fff5f017666e346c385743fc06a058b0aaf9ef9a640f21dc94e627348,SPDXRef-Package-registry.k8s.io-kube-scheduler-amd64-v1.26.0-rc.0-sha256-10f4a05fff5f017666e346c385743fc06a058b0aaf9ef9a640f21dc94e627348,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 3fad286a3f3afacb9b3f4fed465b5d9d3743e185, SHA256: 10f4a05fff5f017666e346c385743fc06a058b0aaf9ef9a640f21dc94e627348, SHA512: 795907ad65007083bc61c82fd5604cb3cac8dc0dbdc042047d58749dbdc26e22e6bb33aa625aee3c497a7b7c28a134fd5093f3cf8cbf9623b1c0a25a46f576fb"
conformance-arm.tar,SPDXRef-Package-registry.k8s.io-conformance-arm-v1.26.0-rc.0,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: d31756b1b12d487559ff89ec15561c6c340eaa6d, SHA256: 84c139ca3e6a5929039109a821be171fdb39d22b96637035a7f14356229a30b1, SHA512: 890be91ddfd883a30b60158947c562f7a5d7aa4f3708b3d862fad794c28abee3f08cdfcf99d9093c4993f4504fcd27adde841be2bde8c4ba82e1346ddcfacf92"
sha256:2b0aeb013b6916d89a47bc3534ac6cee6151d08360d6b6281eb16fedfb3d7b41,SPDXRef-Package-registry.k8s.io-conformance-arm-v1.26.0-rc.0-sha256-2b0aeb013b6916d89a47bc3534ac6cee6151d08360d6b6281eb16fedfb3d7b41,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 69b63f0c0d9fcef7a341cbea163d3406f49f552a, SHA256: 2b0aeb013b6916d89a47bc3534ac6cee6151d08360d6b6281eb16fedfb3d7b41, SHA512: 776add2f93eb224710674c76a6456128ba46fdaa6345a13b1f9b7fb3b327d09eae3540f91611d13d03e60991d8679d5e94d8839c9913caf0e5ff52121d732b78"
sha256:6dc11437756b67c0a4c923542f240630da2ee180c82f2b8f80879be7fb79ec87,SPDXRef-Package-registry.k8s.io-conformance-arm-v1.26.0-rc.0-sha256-6dc11437756b67c0a4c923542f240630da2ee180c82f2b8f80879be7fb79ec87,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 487d6309a47a346181ca94cb0af6b3a501d0cd2c, SHA256: 6dc11437756b67c0a4c923542f240630da2ee180c82f2b8f80879be7fb79ec87, SHA512: 2dad29c2f9cf7b6502dd3fa7bcb22932fffdab3c7447abb4402887a614c53fd4d36f9ed194462d115a7a765a77713052275364dc3d6e6d2a7dafa93d1005d162"
sha256:702085449a2448cd45b9c013cd99416c091ffe66b4b4d2877f36e221a2d40ba6,SPDXRef-Package-registry.k8s.io-conformance-arm-v1.26.0-rc.0-sha256-702085449a2448cd45b9c013cd99416c091ffe66b4b4d2877f36e221a2d40ba6,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: bd22db4f5222cb31d33c6e83a945839f1de2ad5f, SHA256: 702085449a2448cd45b9c013cd99416c091ffe66b4b4d2877f36e221a2d40ba6, SHA512: 707a36b463c485a9642c676d386c4aae20eb86f8ffaaf9c0e2e9c7f59fdb133ba0422e46dc3cedeb11daaa0283c97ae99a12043afbc527333015f1f3c9caab27"
sha256:2fc0cd7a72c5498f2a2ab95c82ec4735151033109121346177bb53eb16c501ac,SPDXRef-Package-registry.k8s.io-conformance-arm-v1.26.0-rc.0-sha256-2fc0cd7a72c5498f2a2ab95c82ec4735151033109121346177bb53eb16c501ac,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 206c05aa513d0a1db1256d34725a200ee81e7617, SHA256: 2fc0cd7a72c5498f2a2ab95c82ec4735151033109121346177bb53eb16c501ac, SHA512: 3940b83f92b0fc517d151010a877519820272dcd0465b020c1a77769a53612c3e8c8926e25aec58e2a36837a3e0026a27040d09664db88a7a29c6487087faae8"
