FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
kubernetes-client-linux-386.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-tars-kubernetes-client-linux-386.tar.gz,"SHA1: 0d1518abccb60bfabdb846958edf1684a0782981, SHA256: ebf860dfa2efa3377f519e53a3505cb2d30b2becad17eb120515b95d40079ecb, SHA512: 7618c924b36d40354125c6cc1105ed65683f1d3e8595146c1299f42705bca8cbc4c5b3d371ad1f7441af3eb8ee091ba1d5019dcde8f3008776541c8d321f64c6",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-aggregator,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-stage-server-linux-amd64-kubernetes-server-bin-kube-aggregator,"SHA1: 099ff4a444dcd8be0cc6261d1801aba32037c31a, SHA256: 71b074c8b51f8e7164280daad9dc64647de751d25f48f41c3f9193c192bf9582, SHA512: 6fa26062f5ce25b28c66081d8e4cff2317032ed379a9379446d3c93617c3719bff8850ea8e1119156c91713ae8749c5eabca9469d72cb0a2ac09ad9dbf521bce",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-scheduler,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-stage-server-linux-amd64-kubernetes-server-bin-kube-scheduler,"SHA1: 5087214dd58c4dc985489f8f6a6158dcb113b84f, SHA256: 6aa96043d9dda540b447098934f97a6b3fb6fdca10c2d7f09bc74497e8599bed, SHA512: fadfb5acc63c64f222d09e8455dd03f1afb205695f1f780f75001b3714a12f1ac0c383796f20e8dffab96a5002884263979675bdc780e7d12e3c3e1a4b40df1f",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-test-portable.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-tars-kubernetes-test-portable.tar.gz,"SHA1: 51f89e31eceee98055db72c4b81462c4272b2fda, SHA256: fe1ea46aa44eaf08c2b694d8a3a2f3802ea7c841a6a152fbe603ebe76387efd4, SHA512: 4b22ab8c2aeda3b4bb723212aa3e2a6712c3288f58f508a98e450519758bc1121f267a3c4abb47997d1857043cfd9469eb35874704bd2d4a8816b626173515d3",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/kubeadm,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-stage-server-linux-arm64-kubernetes-server-bin-kubeadm,"SHA1: 1f8794f536ebe048398a180f48f28d1ce1efc046, SHA256: 8fa062c8305a0389c2e21319be764468693623c894fb80c8d78a4e2449ca6175, SHA512: bce916cb3c4b733123040d119b13217c84746ff4b2b633e8f72bb35dcf612d1c7727c8d258aff0df7025af5360b5eaee97ee27938cc0a57e3ffa22827866dfb8",Apache-2.0,NOASSERTION,NOASSERTION
bin/windows/arm64/kubectl.exe,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-stage-client-windows-arm64-kubernetes-client-bin-kubectl.exe,"SHA1: ce7465adcae17d34f89b99ecc34cdd3978083fbf, SHA256: ec45337f416056089b9a285ea701ec9e8d4e2a2e6b2d9efd47a6954b1ae158e2, SHA512: 6d4eecb86bd2ab6e2d51b42e8c16545d604890c72a41579247d2f347c464dd4e6f77ee74df18d96eb4a50617904493f49873c3eb401ef793833cc81b32272a96",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-windows-arm64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-tars-kubernetes-client-windows-arm64.tar.gz,"SHA1: a4136943f068064a9681e28e25e1f227ab7adb7c, SHA256: 2372268cbbebe3c9d38bd3d701d77b86d43ac1c5e6dc4688c286ab91693695e8, SHA512: 0550650fcfd9efb7a28d3683e8036084da38119f35f7718c75fcc8a5821b8db1a5ae42b026a06caa9f89b303c7d4bc06ca81ca1868d2f178f9541fc8ceb3dfe1",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-server-linux-amd64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-tars-kubernetes-server-linux-amd64.tar.gz,"SHA1: 92aa382eccbff8434ba279cdcbe44937f871f76c, SHA256: 46d90a70e4594d7c6c5a5894930b9e2cbc66dbe486d4d1d86a0746f8734114fa, SHA512: cf657293f200f07a653202c3b1825fab03ceed13fa3dcda5b03c9f6b1e71a977eee4b8ce0cebd3f257da17c3362802659975b9c583ae4271ca5df003aef616c3",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm/mounter,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-stage-server-linux-arm-kubernetes-server-bin-mounter,"SHA1: 0fc7da06252c92640b564f92a65f5d10e2773c98, SHA256: 859fef3cb87e044d6146365b7d9718fbd0c24b3b3fd8b8f815183cc8a20f700b, SHA512: 2bb7a927c1a365e39a092e31a666926a6b8963581d4f30b150c73ce4592cf7b43bf71db154c3a34469bdabd953ed23906f69927fcc4720198d60854b447db099",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/s390x/kube-proxy,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.24.0-rc.0-release-stage-server-linux-s390x-kubernetes-server-bin-kube-proxy,"SHA1: daec4d652d7107bba81d24f68b403d065d7458f7, SHA256: 8a7157b6d769b64fbb2ba47c0255fa277416a484d1a1e19af1bbb949d03a4ed7, SHA512: 8e8ee02b15e4269e06476fb4fee7d56c781483de265b404aa5fc320f468e47b14d64e96612a3cde208070005e71910e4881ec6a9f4bc62ad09357e86ff221e2b",Apache-2.0,NOASSERTION,NOASSERTION
