FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
bin/linux/amd64/kube-scheduler,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-server-linux-amd64-kubernetes-server-bin-kube-scheduler,"SHA1: 59aa451b70a500a7fda4fea671a796c447928a9d, SHA256: e3f21cfe2a74c875393b0a7903644d7f33bd4f99796772b4edc57655df8c10f2, SHA512: ce4b75f26d577205ee7dcd7ebd239f7b063e080776c17ef233af6fee7cf7ba6661d31c9ed43c595198369c0e7b52ee91fa2228d2aaed707bfd6d47daa5095d4c",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-src.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-tars-kubernetes-src.tar.gz,"SHA1: 29839e664e49395b6ffe6eb17b59097dc42420d5, SHA256: a3576ac9a38d6ea533d5a3264dc6e9b7efd9c930f0d7221f03e1f29ec534bac3, SHA512: 350ee84981bdc47f1ccee421efe2102d1323195b605c79884a0a3628c49d20533bbf3f49d54a3ce94b2a5627290103a4edd14cfdd1bd732c859f88ad06ad178a",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-test-linux-s390x.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-tars-kubernetes-test-linux-s390x.tar.gz,"SHA1: ffd9b752c800b837f6db4e4e2ec2a94ecf1d6857, SHA256: 8012441762c29b5e1e61111cdc70017d93657afb51e72d87ace7d924bb858668, SHA512: 11c47495031b777cdb7df539e3774e851e6776344f247fbe3160c1acfe977dbd0de8e25a6b221039f33ac29b0d1ed5d33924164023ac5e67efefebd6bf6fa065",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm/kubectl-convert,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-server-linux-arm-kubernetes-server-bin-kubectl-convert,"SHA1: 5dbab815325f1bb77797ed469303a5101a67d4fb, SHA256: 3272c3f4cf922ed621dcd389d7d76b613d89bb098eb62a214cb9b24f46b6eab1, SHA512: d389d9cccde3d857bedcf87506aa31a3b1e28a594716e6cf765585c110df21d8d4820a8daf03c672c0de6fe358464421e1dbe25f6ae8d32f5923db200ef06736",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/ppc64le/kube-proxy,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-server-linux-ppc64le-kubernetes-server-bin-kube-proxy,"SHA1: a11e4c90b4b9b417a738da3805ef5a7c666fe88c, SHA256: a39988c95a8271e795057cc6c1624c759c43241f2dbbb0f8753aed12cdb8a139, SHA512: f543153cf50580848d02ef61b10bceda8a289db3a75dea387acd1b9378993aa309c50177c9b448e394e744c1d33ba7309495f3c3869a6d09d9cd9bdfb7bdf003",Apache-2.0,NOASSERTION,NOASSERTION
bin/windows/amd64/kubectl-convert.exe,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-node-windows-amd64-kubernetes-node-bin-kubectl-convert.exe,"SHA1: a1ccb9a9b3c0552999bc551b8f6eb9fd1081d9c2, SHA256: 69602f6445fa3b9c59c9f7ab91ef2ce823e7ef2eb8072c9532804d61df91deec, SHA512: 6a28c360bf825871f4676096a089c8e3634c8cf356e60b6202a3f4f864f7e27efd0a1385226848c3df5cd693738a76bd2722d299bd35134a9c273caf3194f47a",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-darwin-arm64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-tars-kubernetes-client-darwin-arm64.tar.gz,"SHA1: 93355659b0dcc35ddc4734310572a0f4ffbc7b10, SHA256: 022fb126a761f5679ccc87667d43ed3389c944852705b652ecc16c0c0ba362bc, SHA512: 5f263002532b818c9dca80119f7fe78474f7fee66d13409e8fad588b1aa7edda7a333a1f0982b86582b0a202f57253a6ae7a64ecba9569e9b08f478f1cc2c2e3",Apache-2.0,NOASSERTION,NOASSERTION
bin/windows/arm64/kubectl-convert.exe,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-client-windows-arm64-kubernetes-client-bin-kubectl-convert.exe,"SHA1: 6cf4f14b6529ec3e345d711c56b34cf1f795d019, SHA256: 04980409645ae24ef5b6b45d02894f9596eaf8325a633ea17f723c27d0badd09, SHA512: 706ec3f497be253c306faae06d0d9d126a078b637fe1da64a0b99ccb6ee5988174fc98ca888aaba4161e3913dd2738f563f64fc7e398122c55ee4eb6f768650e",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-windows-amd64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-tars-kubernetes-client-windows-amd64.tar.gz,"SHA1: c82e05816201ce86cd20cde82e5d11f321a89d76, SHA256: 247e58e3d67f08d8428782666a570eb8d7b8b1296ca9d22e2a57ccba7b70eafe, SHA512: db7680b960de8f2f0da782ae2e6b2e396c5b4606e7c894af5bf4e5627fb83d635b3b7f893af80252515bd0fef2accf6b598ba5042ffd5e9c8d71cff68fc4ab25",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/apiextensions-apiserver,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-server-linux-arm64-kubernetes-server-bin-apiextensions-apiserver,"SHA1: 367f6832fab4e2177958b7afdb2613dce07693ac, SHA256: c2131ff060b0c758f9fabc671e4110af446d302a4c4e715fe7327370ddf22567, SHA512: 4a016abe10822d89e1a239f3b6d0cac7cd4f464c97aa0bff11966bc9469158f763c39ba3840828b344b8a2e016bffe5de159a0effb71c91dbc45ff6160a9584f",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/kube-log-runner,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-server-linux-arm64-kubernetes-server-bin-kube-log-runner,"SHA1: 54ec25b47b78bdd2419d222dce2f61982210c577, SHA256: ae5c79cae844ed2370c435663e3ab1522f7c7201efa4623db4bc4ba739f3bfc3, SHA512: a23fee1c55a8239096eabd94ffb1aa0d5e0bfa13ab4eed8b766fd36ed712c17c18473c0e1c4f4a745a3d4b35b704f036bfd5652fed8caed92332aac979e0a54b",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/kubectl-convert,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.0-beta.0-release-stage-server-linux-arm64-kubernetes-server-bin-kubectl-convert,"SHA1: 44fe946871c676ef31005d205564e965a95414e0, SHA256: 67d48b8de267b4a40dd8e82423cf03ca84ea72c371846eed57c4e225391961f4, SHA512: 2f4b1957b8cca17ce10aeebdfc2528e0b5155e25e055bba2f14eacce45af81a18cf89f619bd3d9f1da2e236b95e58972301870329b3e64e15a7c3877d31ce17a",Apache-2.0,NOASSERTION,NOASSERTION
