FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
bin/windows/386/kubectl-convert.exe,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-stage-client-windows-386-kubernetes-client-bin-kubectl-convert.exe,"SHA1: 59ba3d76e5a9e437da0ea5b41c89c2b65400cc97, SHA256: 43e2142b7270c0512c07e169503dde122a4f378118d82d246eb39249a44e4d76, SHA512: 2dd9b44bb531578365713a869b6433d72e20c606b7b4193bcc00ebf6fed01048cde9c65ec063c346e44152791d58600585b2ff179eb0c98979e704653421d0b9",Apache-2.0,NOASSERTION,NOASSERTION
bin/windows/amd64/kube-log-runner.exe,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-stage-node-windows-amd64-kubernetes-node-bin-kube-log-runner.exe,"SHA1: 98b441754319ff2420541222fc0a5e80c6eef3a2, SHA256: 2c77402224b538309f903e66eb8ebc5c6cf0a95a7b9a6ab8c7d2dfd68f26238b, SHA512: 9ee1a914465c09c09f9f9f153ac8e514263ec385e4e0ac93ce5544305eb80cc315f6627cea7adee3895fb0f02621efee8404d9d7f41a12469e98f532b007fa06",Apache-2.0,NOASSERTION,NOASSERTION
bin/windows/amd64/kubeadm.exe,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-stage-node-windows-amd64-kubernetes-node-bin-kubeadm.exe,"SHA1: 1f1723a24c507760239366aac11301e4b59b122c, SHA256: 06dcb352783aec38e5bbc99af8f934a0e582aee121c17212fc68b8b46ded797b, SHA512: a67f6004931243f8aead1b2cca862dee3ae5eb168a34bb236b4c474c95aae605ae0c69d45dc749ef3824878066840aa27c837114f84fb8144e0be21cbde54dc9",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-controller-manager,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-stage-server-linux-amd64-kubernetes-server-bin-kube-controller-manager,"SHA1: 6f2ad0d96b369beea2f630764d50ddff13a24047, SHA256: b65315a812821d445271b6b0a2716e804581692700b8c3c04d92d5d44f8c0938, SHA512: 394e326faea6dab046f8ae506907e67477546680e5942e9db3d3ad384c7637bccd893ece0a05769c3fbda10e416ec3310ca01455171b6097823bca18d12c4728",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-scheduler,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-stage-server-linux-amd64-kubernetes-server-bin-kube-scheduler,"SHA1: 730bd37d0eb290bfad937e9ae18e7cfb968a38ec, SHA256: a1037f66f13aab712d314e08be8a5638166c8ca617565fd534e361bc1b7249fb, SHA512: 723791ac102691137582fbf65c30968ae74d6f5363fefe81e664b605e22f2982066bc38d3620a630f8b60dd57cd9da0d4eb57e85346ba790a34dbad135adaa38",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/apiextensions-apiserver,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-stage-server-linux-arm64-kubernetes-server-bin-apiextensions-apiserver,"SHA1: d069de19a8f3584b85b7f73e5c8133fc49c5e450, SHA256: d2afbe6f7abeb688cb8d1a121ad275fb65ef61b402ddea460bbc5500454bc1b4, SHA512: 341c291e7e517d5cb3f304ad1148cd9a79edb39736668721c60d47e19645188f3e5ce39ffff8a86e61dbeda957ff720d47e731d96b02a81b052f79800313d0c6",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-linux-arm.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-tars-kubernetes-client-linux-arm.tar.gz,"SHA1: abd6c4b7bcd1f18b1c842b1b0b13c83436f80931, SHA256: 3d375eb0c60300031ebd1383fc66233af37deb303048f364384013397df7c37e, SHA512: 5152fddf3a01b83c89070403d37c43b46daad2ccf566f484f9f9eaa776b3d022672d902dbef1edd7b8f4241c035208f83d7049c2cf6b76ef1da8d7ffb41d86b3",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-node-linux-ppc64le.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-tars-kubernetes-node-linux-ppc64le.tar.gz,"SHA1: 62f418ffd77d9bf9a1e25418c60d3f05ed6b1422, SHA256: 0d0210814f21cde8f78af289cea12d1f6613928ccda1eee635a893663dfe3438, SHA512: 9149c0bd4765484351e703d074e1554ca0735bed13bc7da3ba511ba8b6e547337f2c2c904e6db8256306b8089018ac66857a212bcb555034487111c07170c5b6",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-server-linux-amd64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-tars-kubernetes-server-linux-amd64.tar.gz,"SHA1: 8b8f87d5f845a652e6057d44690fb7be858e37bd, SHA256: efc253d7ca11d87f1e32b0720c69935e5b2b774834b27e89eb44190dcd2c220f, SHA512: 3c726e0583497813ba93953e17ec93805d18129401ad3e851e44c74d4a2ecb45c2340bf82b53e28c4e480222e7cf85fa4270506103233fbad7f38ac751b16c2d",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-test-darwin-amd64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-rc.1-release-tars-kubernetes-test-darwin-amd64.tar.gz,"SHA1: 1f8246a23fd7ece80cfe7826010bab6f7fda353e, SHA256: 970b6d224de2a244a88d367c65ace2e601aa333a16ddff8a0cddfbc46ba0da34, SHA512: b77e03bbec97ed58b0b174c4dd2f33483f25c4e99b6d4c651630bbd1660ff8e92974ac90de1f38829d127b26d01a4df58c608a3b74ef7dcd55c71287640c0ab7",Apache-2.0,NOASSERTION,NOASSERTION
