RelationshipType,Source,Target
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-cb889e00807d47129c39fcbf5f6a93f82efa40f5
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-32aeb74dae6f7a8b206b5f1ed8ddcdecb71563f0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e710194e0a4b9ada1111b1bd4feb47efe0bd70e4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c4fae8d515216645a33496e6513bba3262d1573d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-bd3eac568114d7a7a371dc2b62ecde4b9bd52dd7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2d4e6d43cf2d14f9068f69717691737b9d3919fb
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9f6241ed37df6f95b2c69e0bf7614c5eb068cc2c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-03495827fc6cbe36ab2e0ee719ba32ac6b2104cd
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f5cc8de6a27f5aa2dea9a49d904ffc3a4f048c80
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8e94cda8d0c4e20b0e799b3002fdeb886606bd34
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2883209d34e84b767d91a1c0334701a9095b8902
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d34741188edbed0abf280ad783c4ccb492e17448
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-69ae43636014e1ffa167a97d1685cc6d72f6167c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c0f022770c3005c167e738fad7ec42b25c401db4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9c901d830167494e06fd994eae0051fd86ea960f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9990ea07848b5b8383723b01f1eb9bd4e70f4584
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-cdd684249deed1fad3ec57b07ee5fd21e64f1dd7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-21142ec56a75fb4251c39cd95b80ad760cb605be
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-54496c14b1447f0c6aa21fa9fcddf7cef134f7e0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-31a906ef104940873d05ec6dc97f06b1f772e16f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7b6784c76544674ebf2c58a929ea2654714da4f7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-ad8970a4d5555cd975db2129bd6eb5f52e43a9e3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5b74ef25d1cc8fa2fb85743f462feb7e16846e1a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a9407812db25d1434606ca20df43582072054ab3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-fc0114bcfa06a14178f4b2532b860870cc8d27fc
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b4a861ed7b36c45f8a67b6ef7e99f2b5f81fc8ba
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c4f5b0370c4242b819dba6a77514e74bb7cbd443
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-fbfb078521c2694a38309d76f1b3da3480e9f8ba
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2f9b3f130d14455e37927cde7ccf1efb73bbe71d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4802706eb614a842848cb4f996c32d86f0d2c5a1
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-64d808d1755b75e0757b964d97d41a010cdbe572
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-82d4421dd83956de3bb376285dff01677e97d5ec
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-22b88b9e8b5a50f1620db158bb3952f6a1dfba5f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-010ac336a482d23f38eded615068ba018d62c8a2
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-449b6a05ed286358d38fa54c346b3b6ff1238927
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e4f6469e07311e8b9c97a00c9fccadb29c1226b7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d0f17c3ca3d72281186d91a94af01c1d3df8800a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8794ee79465fa10872a5fec8e6675ae05db17d12
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-272b6364553c213bce5a546e16469b98518e22e8
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f1ae6b6456f019d394d862d5a9c4c70d5d9b86e0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a49d4f3908063c138f5c2ef60253371f74878d03
