RelationshipType,Source,Target
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b070d911bf85b890a5d1e36db2fbf735cb56cb5d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3e1ae02ca2f7948bd170b5a4d19c666623eb6d77
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0055a2b9b3487e28f49c88c3fa79dc93838776a2
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-1a0dd6d91ca9c4da13bb822fcbcd96129ab7428f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-01a79b28e9e08fd291921cb44861a57c22d207a0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c7e6b3776a396324661595f3227e64178a895578
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-bf5836233dd69bef38e705aa5818614b2c0dd773
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-76d712729010cb73e89897086da82518704bfa2c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-616e668b5153204c8b47a96035e5d1b643f09cac
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-adb473eb5160d236d7ff9efb5531045b00da16e9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-59e16b78b77c2f69b09393a4699186d8265453f1
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-91dfcce4ee31897696ae6a0e69deb3412750c1fe
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6853fa205d33f52f1e9762d755a978db25b4dce4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0d041aa9b4e4666e96a0127be0d3a58693a50511
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-1eb509b140b02c7067c0017f897bc2e759862edd
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c1900fc6d032577aaa470df3949dc750e14c1140
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-95dd487e8cd773a525d231d9a54ab50ebe790dc9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5abccf9b1f86424055d979b0e9a33ce582061ed7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-29ccd7f6b0af42dae79b5e27594153139c0e5fed
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-64388b0ecdd744d3d026ed108c7f0967c7294561
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f277683c3404ae72d11bfffb2b7f80a66b34a855
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e4664850f12aba318ca5424f6e59c36041acb63b
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f41195495682e0bafd6171bab6bbc3473ea74d58
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e8fc203514605eebb981b16c7662b2da64a865bf
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-fc40e4113d5b2b19e936caca8f40357a0ab2f043
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-39a46867d0a0950677434c22d1f16d734504d1ec
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-993d562897cd6489623056e667216e3e1dcb00e6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2acac21cbe5e824ad7a295442576c42c023c71fe
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8a99bdd4ea28da6e4fe9a99d7691dd76ede4b786
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4dd11579e4d22cf30c9298a7bc634f342482c6ef
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e41c3f7c8799aa0a8fa95e5ca3ecdd53b29306b8
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b616ab164726d317037bd65320d8a0132cf01343
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e0cc0a31d205848e9e971d2bc57f0af66e551008
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8a23f2e4d857c4428a936c35ee911e34b80db139
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-bda71efa7b819f15df7096349ecb690ab6a9da1d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-658c98b042f91e26f4cb7fa83c3d119b68345b8a
