RelationshipType,Source,Target
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0485fbd2e83433d5947c50971a0eff47886ef47c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c8ffd8f5a2d59fa7ba1c01d1fbf56995eb9414af
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-710187bf8c0003f31a95798e11b233d8b7897f49
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-aeadb52fa344d0fb49f1134c90b0a89682d1de26
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5bb00080e2630af9877fd1178ab31cbe85909732
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f184ccb99bfda3db8e8d059edfca3a06038e3c0f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a299b0e2d46784978565e00537b08e96684ac728
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-40e5f77e6e310ffd7b4b6cf84813a20914c813ba
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6c0c16be41af1064ee8fd2328b17a0a778dd5e52
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7bc8c8259c1332b737e04569550e07e76a442af9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9cf1ac778c832f7a5fb83408907565b2c06ec0c4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-18e71e0124164eb1778f1dcb74fbb340844b6113
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b3b5a84f92f5931faf0484977537b5abb36bd6fe
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-364b204f98d161d33eec7bd3fab35f2d9b5008c4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-05a91ac90ef2ea892e9bd3de163a159b96a55124
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2013f910beff042bfb53758fee2c60230d85e6f8
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-87d98526e0c279fe003ee73d36f2108cb1120590
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-57045b6c16a935c26685d0a76fdc5770e0330835
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-fb2b15be039a969a77315544b115145c7e9c89d6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b383aa8d4b4f221b6273208a273d062898849b0a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6dffca459a9c77834726af5741c7ec07f716d4d0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-19d3830e6afef3c58f76cb23203ad14bf1d237e8
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-da0cc16ea2f3d5fe1687313b61825d3a03895f36
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-bd009bc4ecd949e34a638c2568baced470edd26e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5fc5820692f0b8797adc4c0887aaddc1074c4a97
