RelationshipType,Source,Target
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2bcac54574ddb6f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3c599bfb96df587
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-19c88dd4141238d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-74e820ea3117660
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c25fd443b4038b3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a5d51dc6558c55f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a80981fa85f6e35
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c842668671d6b08
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a10731fa74b465e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f4a1a2a859f649a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-69b772deb4c2b15
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d7d4a03d6a55b30
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-93e60f7beae7d09
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-de224b1a543f5a0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-157f066ee1fc6e0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0d87457a3998915
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-249428b49442c59
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7626a3210995425
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-eb2301727d457b5
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b367cbff90b9813
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0a2c5c1a8089f37
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-24dd248fc0c4f62
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-895a277e7494109
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5ae388ac95dcdf4
