FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-amd64/kubernetes/server/bin/kube-controller-manager.tar,SPDXRef-File-2bcac54574ddb6f,"SHA1: dc2555dd6245aec24edfc0ca8974b46c1b2f8225, SHA256: 2bcac54574ddb6f3ddde431f444f17299163d735e0320309615f0b7a201e6a45, SHA512: 638199129a5819cad5a7545baf5f8e0f12cca34c4d6a4e84a9f6607c25fa39d5b213ea4d95e624d5ba3166e35fe8665db82c08f28ac1051ed488cbd096f99dbe",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-arm64/kubernetes/server/bin/kube-proxy,SPDXRef-File-3c599bfb96df587,"SHA1: b29890cb1fe6b648a0cccc69dda0f1ac5e611b7e, SHA256: 3c599bfb96df5871a4d4b6655ea3f8b38ff87165f82401b72975bbeefdd1baf8, SHA512: 2a1cbe8532765eb752d3285ea6e03cdd7c34d5196738a85e214af3b29a5e94d00512d65b89c83f4d7c3b79ba8a5ad294fb88e420299e519859a4a008329bba6d",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/client/linux-386/kubernetes/client/bin/kubectl-convert,SPDXRef-File-19c88dd4141238d,"SHA1: 51abb720bd859c40469651c61fe40378820d8b61, SHA256: 19c88dd4141238daba896b852fa504c52b68bff449e7067ab834b0717e1ab62c, SHA512: cd2188e1e317292345abec2ab49a2789c8128d5b47d625e94fa2a090778063e1918e8636a27850329d692701a2e2955aed9b1b55f6dd5e1d2720c9fb37b3b989",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-amd64/kubernetes/server/bin/kube-controller-manager,SPDXRef-File-74e820ea3117660,"SHA1: ad17eb0e6336e631c58b4ca19728c14b47158fb2, SHA256: 74e820ea31176605049379b2c58a38725af5549973a54619590831e54dd141fd, SHA512: b1940aa1224e71d9e0b7215224660922b3934546c48522a03f5d3b5e5c5b69b50a5a021cc826543b2482aa767ce40c8f939727b1fce69630aa4c602553f66def",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-amd64/kubernetes/server/bin/kube-scheduler.tar,SPDXRef-File-c25fd443b4038b3,"SHA1: dcc1306d2852cbc42a699f1cc9ba94c563464ba1, SHA256: c25fd443b4038b33a9b6e65d82c23b4317a5a3b83a0bb7b70a3634cda46bc9c5, SHA512: 4fde74b345ac6a80aa48ad2d4a72e149702587e669e9104e99b7836d898d2c8668d168c94b02bad0dc7a2363f9b31779b7eb74690e8ae0a83973aa1525073063",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-arm/kubernetes/server/bin/kube-proxy,SPDXRef-File-a5d51dc6558c55f,"SHA1: a093de918e5d413f3739dfbe53f7980478a5d83e, SHA256: a5d51dc6558c55faf53fedaad351eeadf076dd9cdb27886e7529daa381e9af19, SHA512: 7ae941143b6d29fc0b955875caca92d329f2e0f15ce549f255eeb68e87308d6d23a5a333fecd923919c892267eb472760e854765c99fa5c744cfc6f05a6ffd20",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-amd64/kubernetes/server/bin/kube-aggregator,SPDXRef-File-a80981fa85f6e35,"SHA1: d0ecbc32d9baf3373150878004cb02a3e692e0d7, SHA256: a80981fa85f6e3539771acd4d52595657f033352323c92fd04444c04fa92ebad, SHA512: 66e4a5beb9b93b168ae3144364a77c9512d03ab2136495d420ce4f92d6c696098b322c237fe0f1edac77c9b3744ee57d1222fe207985098ee864bd921f02bced",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-amd64/kubernetes/server/bin/kube-apiserver.tar,SPDXRef-File-c842668671d6b08,"SHA1: 597936ec9349d3729c247d25975428fd90cc5cd2, SHA256: c842668671d6b0833686e92c7f145da9fa8a98cb54d042c87c462f19872ea872, SHA512: 57d25ff58789f01700d316f67c315aee8f055177a8a769f2be49fe8572f274ebf0282be0b2d912bd84b6aa5852a05910c94a320e95773295f89fe8e046b504ca",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-amd64/kubernetes/server/bin/kubectl-convert,SPDXRef-File-a10731fa74b465e,"SHA1: 8b50c0af65e10c601d84b97f006a4fb4d6c37da6, SHA256: a10731fa74b465ed06035a230c2d43bc076ab57ec42ffc10d4c384bde858d7d5, SHA512: e3e68ee92e0d611b7c57c1a549cf683bcfa8bf6e5eaab9f20301711bf1a4da54b9f19a5d8847eec5a13f8e07f20f96152525f8994e760ac02e39f710a99b8cdc",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-arm64/kubernetes/server/bin/kube-apiserver,SPDXRef-File-f4a1a2a859f649a,"SHA1: efc0f1e8839f9b14add82104e71bae10e60bc7a2, SHA256: f4a1a2a859f649a96c123ff3ac03b4c7441c15456654a83ff55c301918de849c, SHA512: 4445be2bcda1cbb23afbc1757e90c302cd6a7119b3e1e3f4f8e17f1a3dcc1ac6847db7c08026c38e23d0ce5a4b05373c6fe216b81e364d91355cf23838867638",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-ppc64le/kubernetes/server/bin/kube-apiserver,SPDXRef-File-69b772deb4c2b15,"SHA1: 0ed3189c90300464eca471c1ffaa53a3891db301, SHA256: 69b772deb4c2b1591dcfa8a120ac8421a7ca2530e48cb66e894ffd125a83f2ba, SHA512: 5da97ed4934bf360432b64855f09d065191895239051484816d4d6c65953c0bc33a4e3670f79a6c59b9dbc0e7a7036a7b1992e758ea09499a729ae40a30bac0d",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-ppc64le/kubernetes/server/bin/kube-apiserver.tar,SPDXRef-File-d7d4a03d6a55b30,"SHA1: 93c9cae7b68fb9591cd62289695ffe84ac40c155, SHA256: d7d4a03d6a55b30d201b050b811dcd427a1fc7220f6fe18a407bb691140eba31, SHA512: 5b0487f37aa729d15d00da702952ba3089b24930424c7e0d9246b58447310e853f0545b9c0b7797c6f7128337f4760bef230d85c53595ad6bb9da995a403d973",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-ppc64le/kubernetes/server/bin/kube-controller-manager.tar,SPDXRef-File-93e60f7beae7d09,"SHA1: 351e3a67f3e64b6839e5fa60e7944f01785e0938, SHA256: 93e60f7beae7d095f85fbfa4baf4c4e6567967cbff2274928458441cced19fec, SHA512: 350cd7e06ecd366270b345596a0341aee864f58e85470068ad1fb1cccce2f44362d6b4b0f877f8fa9e40908e204bd750410371b539a60205c9d1f9c67b1c30e8",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-ppc64le/kubernetes/server/bin/kubelet,SPDXRef-File-de224b1a543f5a0,"SHA1: 974625fe74cd07563c013efcb84be5757a313618, SHA256: de224b1a543f5a033c5754546abf0263d8a9be5f2d41eb571b13b70282444fa6, SHA512: a4de6d3821d1ddc94b76d9cbd546ea755648ea8ed27867a7fd9917312d03d2de0e781c0bed141ea23622e498bfed592eb161363dd924624f387073e2f6845a98",NOASSERTION,NOASSERTION,NOASSERTION
workspace/src/k8s.io/kubernetes/_output-v1.22.0-beta.0/release-stage/server/linux-amd64/kubernetes/server/bin/kube-scheduler,SPDXRef-File-157f066ee1fc6e0,"SHA1: 7d43999065de62c32dab6b0e2a23ffb6a6fbec23, SHA256: 157f066ee1fc6e069fb408b7db0c3c2fb12b0471000700f1e6f8fc4d3a72b383, SHA512: 1323f75bbd190a80c3ca8c59e29bff9ea3e2aa478ce970b326fe543d3fb9cbcbbd431bcd237a42409727d7c8f642000dccb7b3d2dcf9413f85ff0080927f5635",NOASSERTION,NOASSERTION,NOASSERTION
