RelationshipType,Source,Target
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f836c457dfd1967305cc4c831b6fad0a643f5a13
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-402dae91e992f2c90364f091677da8fb0c44f210
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3f2a50de15f3462e0d07fbacbf669b00b7e266c6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e5e577d76203e84dcc94696170f641cb9a690e03
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-112cf64ad7dca4f97b973fe4c7aec643003e64e9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-eb6c6637e8f23b60673e7468efd37c8a268a019e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2fcbe469075fdeae0a0d9bed1e57c4f9bffca04e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3ec4f6071707651c534a212baaf303aebdd51de6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3cd4d9ceb079f5aa672abc81669ad1e6e465ce13
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-53cc901a4157c8a4a2318e4cec4316c2c267dc80
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-ecb40c945730de49325d0b9836e58edeb5af301a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-fa44af1f6c4ad7946abbc257c550fcd57af1a564
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-64376426c0e7ca768447a53329614398171d23ce
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-1eea6b5e02f53d71db0d55977f7d6fa180da1234
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6e102dee06c2561bb051ae4c28af73b980d01ec9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2b6ec969a0eaaca7a54b38175a45b3d954f62d72
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-122b4bc39acdd2a5cd575ec5151e0d95694584be
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8116e7e46602cbc508fc9790de21d4bf9ab286f1
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6ae1f11f1c901e751dcd3a5a67dab2dc38c5da24
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-818d1e5397bef94e25ba9cdab6662ead65e4786c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3accb65dc3532cd4742603c5ab076c0813f03e1d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-bf3730299f83e303c636764d8bf1ceb8892e793e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-22b4e99503e6b700df81e62ede4d53315b1cfb2e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b7974e4c8535126ff4f512c6bbcbd0c2d81d44ea
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6404fe8d573b6f1cf30a1724db80bb9c38767ed1
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-ab3103ed2ae00703368c2dca6e21085162856c3d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9e198b7b771f5eb54e331326f7f6b9bb8aa5b847
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d2cf03f54a2976b620f476edba5312434ff7d239
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d9980fc8551a747097300b0cd5da5dd609d57765
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5df19f88430dd4d8fbaad470f9f03b7eb1791420
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-52853fd0d84ccc4c4c8d385ac7be0fa875bc8b2b
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5e83cf01bcd51dfd39a105b7e627c4473eafc686
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5119def230daed29c4cd4ba34786bd2c5b7cabc4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8aad873f003bcefce74affe968aea5cb83713e58
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-165d60c784ec8bbb7ba266a939a8c057c0fb5d97
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d7a6d1ec20152c4e93023d6b744b03e2e911c720
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d52c57146c1b512073ba32f62f239797b81bd3a7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-81176cb0b2a0520c60f78fc07ef5b59c09216564
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4854b682fef7229528757e51d2f8b13e81403554
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d1121f1619e21932924d265263f027d26da3bb37
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-aff5169fd462b9934d6c4ba1f7de8bbf5dfde7d2
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-692957e01973099bdba4ab070981c79fba8899c4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-41a4f76546cfc03187df233c6b21a4d3958dbd26
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9038c31cdb18f5110cd1620015728f1e2e9fde82
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5b8eef4a33692fbb5971e442d6aa464e80c2a875
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7d496aa38e4bc84c36db449c7f0d13a8231fa60e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c0a4de9b76ba7f1678fde962a1dcf6a6c6ca5f5c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-ef4832dd05701a163a1eadae49b1fe82d92a9338
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7ceb0303564c51d02bca19e939af5473fea5775c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4a0e6beba455e79a2908fbac95bb61a84fab2ab6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f6d16182bc3b5d403a20357897ea276bdf262bae
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-814cf7371e5f0a126e3a1c050a342215933c88a6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7cf31f4722119e6875ba6f01d9773e4a0c728a3a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-960fcc0dfa56e56bd8ca379b1984a5299e8583cf
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-fd88e70613321648f4948632b3e36e6540fc91c9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7f4d5405d3157b3e4241c73b4af45864fd28add0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-71c3738c85a2923f1686dc61d73f04cbd96b794f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-874c942395f2042c4a974973d9bec52b604fa25d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-59bbce8de99e6455b31627bc9eee4829c0a996bf
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-64189fdaae3593585e105d2ccb3eb3f2fe0a6585
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-498090dceec51b082ef0823f71fcdbb4b1310d9e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9e429069c72365fd1eef589696d8a4ee36945e1c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2e2fb131f703c24aab5f9e5a06bab5b2642611ab
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-158eda7d1b85add1a1c7124108f1cbf7294dc5e4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-ded7e31b140f67f703e910283fbbb7aefd3fcb66
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-14f582b06375ec58665d7fe86ac7084e5d395d96
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-52de20fd92724c8a5076f5079bba594eec3ed7fa
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d84d4dc7be7a3736ba0b5ee36199539010704161
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-86655d28c0bbbcb62dcea0afef696758d717f967
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8467597cdc838f63393538944ce60159a1002237
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-093206de7c66959b77903cc4734a71924eabec13
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-cbe9da45be26ae0fca420dcf0551e7f142de1368
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f841eaec7b2964fc20109125ebdf543816623511
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f3e0ebc5337b055c4021c5ccbe3d86d9ab87470d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-1de51440b49ed55c13f32b79f1d3aaf5df1e54ad
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-75602041bedd72673b0caf4dce49d62b51e48296
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-09420f5e02e40bc5fc311ad22b21bc03d98c783b
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-50d1a75b97f06720cafd377b156c89adc7f1f9e4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-309ce24ecd71d649642001be1d4df6eba6ed01b0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-99d1230608b27e15d929981c30142060f770497c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b302fe594c5780cc37bcbcc10521ac6fd0daba81
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-acefb2654ba1e59ec891082ffc62c56126c6690a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-925e170c51e8a810dd82389834303223e694af56
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-dde836f9b91f20afbbad0f4abe512b42e2d623d2
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2c617bc73094633db6f86df3e3c1ee6e3903a535
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b89a664e6479e3b3ed6202dde63805e02f54f0ed
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0de50b9e3371f14cb039d18ee3dc56bb6bf6438e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-03c79eb29af3d2c2a2c160bb41a9026d2a005306
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-dab020abe08fcaa9cbd359bd6538e16246d8c9d9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e3a2e62a31d77b42e3ac53fa0e1d8d0add1fed89
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e1d34b6f12619f7a1d686db120921c27693f6dba
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b625ed933aa8b78074820a0986c777cc778cbb9c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-78e90f9aa3d636fc3444385437cdebb1ba46c723
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0849dbcdc0625ec2887c64e8d4d13ba00496f4e8
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-08ac55458c6de4ee7461c3dd97471ed27ce7282d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8ae210a2607218edd507f1b787f0ba94de6238f7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a1d03fca737b1cfad420447cf8896f3080a9b470
