FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
bin/linux/arm64/kube-aggregator,SPDXRef-File-694c833b8e0512106220806b062c7200c26f9cbb,"SHA1: e0cc4883d485944bb53b2331db67f35a75a7c0ad, SHA256: 5989098be22583dcbe0823528ad3fcbd1565fb37764bd6ca6710ff634a3e2d3a, SHA512: bd7176fa236a940fb2acc773d81722e2bd6a71474796001e6856f24367369a035922b250eb8e21f2466a44707d4010d94c94e42c73df004aa60c30f8175578c6",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/s390x/apiextensions-apiserver,SPDXRef-File-12735fed72df7a43ada3e98e77e914d4b0678adb,"SHA1: b807af5b92f2af17b80c4f05cd6c1335f73063c5, SHA256: be12650aa7642f5a8aa1fd13820f2dc4c5ee8c4aba4f90c3a2db9d03ae839c86, SHA512: 7a1b340d8b9d09d5e5b4ec2ae67a2dace22e5d5e93cf30842502a19bbfb81ba1800e75dbb1d119f66f74f052b05b871233a2b2d3172e0c4cdd292d0145fa4400",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/s390x/kubelet,SPDXRef-File-d9f906f0ecd3be2f5fe7b7fbc732c566cdaa4ca6,"SHA1: 0a5dd252c3b6d7065b58da474f155651dd58ea18, SHA256: 7685a897c5ef05fbc44ce6989213466897f90e5d583c1c7fcd745fa981e65ddf, SHA512: 72467848466d7a5a7508eb5403c6e6cb88ae6806a56f523267cb8e352fb11dda0e0fa76a0fc79c5189e68f5513c4202492e409f7f8c6c2430b4587277c21a739",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/386/kubectl,SPDXRef-File-89203bda0a208f9163e67775c7886f1b84cf3bd6,"SHA1: bdcf0c2768fc0873e678dac7beefff9c99992dd9, SHA256: 1629093b828f6608d2827b8b1a885c901e7317e2d0f3081b52d06e0ca9a387c2, SHA512: 49087e4dfae51b72e44ed6a9f78e4ae967213a09a648ca64004d29636485c00d6b7b53cc65cb3f54fec98971e75386dc210edd09fbeb80a93c268233acb857d8",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/apiextensions-apiserver,SPDXRef-File-0f8efb5e76f8b19d707d40ff27d897309375f938,"SHA1: cf3a92b2ea57d5b41b6f436e713d4902b7699037, SHA256: 04fd017fc8c3aa6719a1123ca17a261bdd6109dade0f0594fe8ed2ac6dd84a42, SHA512: 6f7e7ce8c1a70961791be9bf3bd4133a48e53c4dc69d7d9fdeba769d8f0773edf9571a5211d6e836f1f3a7947b8d26b13837bcb2fb759a8b8f4aedde71b7f76c",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-aggregator,SPDXRef-File-b2011bb1e202027a92bc688ebe0ead6a917f50d5,"SHA1: 51ae8f5481e876f73e85be6bbed34e0b253d686d, SHA256: 46a0d32d1755c9a19379f42798270389ef22712ba9dfe9450d7f9afe4034e260, SHA512: b01ede1e069d03cb5d54e2ae99d27d41805234c4cf3477934f1eba41db5291446357cb72472d92b41a99932eae95ecc79fb2ad2ac2b5b403e21adab62f800358",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/mounter,SPDXRef-File-3caee601212d7cc90d548ae5b2031364ba5597b9,"SHA1: 9822c6fccc98a577a3c13b52bc01b5daceddef68, SHA256: fe910aca804a713115dce044d54c2f0369aa5bb19fba90159e210955356ad737, SHA512: 1a86afde877622b98d203326129838489aa690671edc38ea066eaac3cfc86e22adcf65f326f498dc3cc1829683e20518f6c0e93e87fc7869c48aa50a11471b46",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm/kube-controller-manager,SPDXRef-File-10b5555cfe3b08ba7b40b91cff5356f6a49a1e91,"SHA1: 0b7ecb575055b8c65b9d693935f75cc5d59c8cf3, SHA256: 8c3c66ff6a80f2c076ab1c6b3f30deffba62dc6f044d455346f0d12088a15160, SHA512: e4725fef7bc3f03b5415799e6a1d07acb12fb83c189c43c6f492548b38bb229e067d11c9b2d5dc9877f9fb118508dea14ea875f90893bea55083dbfdb7ac747a",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-linux-amd64.tar.gz,SPDXRef-File-c3c988cd486d77087131f116c18b68c271e5d1cf,"SHA1: c9e9892bd1e94e26423a429a81f1243862f57d41, SHA256: 0624adfba16ba3201d9708d8701297840b6074e96f026f3a4d53c1daf4ee8d61, SHA512: 9524a026af932ac9ca1895563060f7fb3b89f1387016e69a1a73cf7ce0f9baa54775b00c886557a97bae9b6dbc1b49c045da5dcea9ca2c1452c18c5c45fefd55",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-test-linux-arm.tar.gz,SPDXRef-File-1ffc93b716ac8fb982bdb86a24fdb9f3e2539c16,"SHA1: b57c9ec315b80d8959453a6d22d474c25bbcaa7c, SHA256: 0dc085652ac4ef83bc66dc665e1bf365bedcabad45c1e4f3abda0a7b6c4e697d, SHA512: 5b5f308dd6052c27c0760497addb2b67b9b4cd3deb0a1e3013ff67ba8ddfdc90cc31dfbca6ca2a7eebc8defb2c9936dba84a958f046e16cc636154a0299abcc7",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-linux-386.tar.gz,SPDXRef-File-a5f3c632141e2e5a10c3db945f55150d81bd9b67,"SHA1: cf806f5c8a1e3bb9a6d265d5f229655e19789d3e, SHA256: 58dd3c6fe11cb3cea0c92be905033c0bf1aaa6d309d5fc18627fc07b394dc70a, SHA512: 967a79de8533aeae18cc5f8273b57ed75e8a40b0ed9e6472ca79fe5195d99768b9422c7361812237d5bba177939e934a08052c6a7ff29976f27ecd0691d30295",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-apiserver,SPDXRef-File-d6cd334f2a955cad97e875a6af3b5116294d44cc,"SHA1: 45feedb15b41854e6107a207c8af5e080bea1e58, SHA256: 66079ebcf078bf289881fa5bad6eee2a9e87f2485222469f6b0db1c152515150, SHA512: 710e771d6f812620b57893480f361c3f8ddd4856222c1cce994f96ffb9c22f2f0783b2859c80a3c7b3b3c9f8f75e37f19ae93ac38b8b2b889961161c48ea33f5",Apache-2.0,NOASSERTION,NOASSERTION
