FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
bin/linux/amd64/kube-proxy,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-stage-server-linux-amd64-kubernetes-server-bin-kube-proxy,"SHA1: f8db6a0ee92efe303eed2af93e2824ea4dab2519, SHA256: 26f079bbeb68e3f812908b28d9623504844cba2507bc931ab32a3fb19dfce766, SHA512: d12766d05cd139954aa075f2297a374e3aa8f505eb597716dabf90145425366ec8fea1fdf64e56c5cb33514be49166a26eb0eaac0d1810443949baf950705ccb",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm/kube-proxy,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-stage-server-linux-arm-kubernetes-server-bin-kube-proxy,"SHA1: 451b39fbda45c9a754b5c6562a1a0e8a88255f1a, SHA256: 4f9fb49f08418054abae138ab142b30eabc502f24c3f08ace25c634f5fb6ba3f, SHA512: 38ec3448d3b5f8d082b4c3999e5534ca7e461b24ac725903444fe333264d1684db165a4ba83fb1671a49bf1bc32017b67f43118341d4138ea2b6875673bb2475",Apache-2.0,NOASSERTION,NOASSERTION
bin/windows/amd64/kubelet.exe,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-stage-node-windows-amd64-kubernetes-node-bin-kubelet.exe,"SHA1: 691294869e814d843494675647c70f699f24b1d3, SHA256: c1b64053e2bb9cc3786b8f4df887de42d0dc0a1bfe39bc01339ea4292b9fb9e1, SHA512: 2953bcb9df2fdb43ce4b04298c710c2f80532b108d583e56134b088538e3bd5f97f95ac9196f722c36821e640b9e85e9dfbc21018bc9ceb06b17a98f52b5c61a",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-windows-386.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-tars-kubernetes-client-windows-386.tar.gz,"SHA1: 92b7936556d2d25e58e8dece3dfc188c2ab7a108, SHA256: 21d1e74fe5784af93e74c723cfb931a88e2def201f8cc533d473edacc9f91355, SHA512: 3bcb0d114679cf80a560e0f6c32e51b2cec6c8ac3d2c6dcdab758be87ed32149b718e48bfb3c58e84bf28419c1cf0a7ce44398fe6c829ad65106633d38a7df6b",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-manifests.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-tars-kubernetes-manifests.tar.gz,"SHA1: af51b3a57cb63caba9aa91bfc4180a867044627b, SHA256: d13be93918993335d57642a531139888acc42bc334929d8b479e6ad20773b1b9, SHA512: 96a2043cbe7ece1b9bfc0e8c2700fa6a6f9fc05db26fdc03f614befa00e027d3f1cedc686e3caf09fa0fd8db0ca1910f4780d5f7b126d7bd20ea8d5d54623028",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/apiextensions-apiserver,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-stage-server-linux-amd64-kubernetes-server-bin-apiextensions-apiserver,"SHA1: 13f1b9c020a38defdbd6313eccb09cacc48f6616, SHA256: b6eb16d7f6d769175abe5b7da51fcd65922298cae57b4fe1f375d00312e3403f, SHA512: d971b37bb381c73085e06b9e8896f74a8837d2638162bcbbd28325a50d8d68701167ffc070b2ce8569cb0c49e07c43953965d1a242d23c069e982093fcb77da9",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kubeadm,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-stage-server-linux-amd64-kubernetes-server-bin-kubeadm,"SHA1: 86e202f98d22c8fddcadda6656f6698d21eae6ca, SHA256: 87a1bf6603e252a8fa46be44382ea218cb8e4f066874d149dc589d0f3a405fed, SHA512: 353cfd0cbc49971a335ee3c4453310b0e65d5c4edac532e70427b0017119eb43ec8f3c8e5d8786ef94897fc7720df6b7c261e90b299a00ee516e9e665781a149",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-linux-ppc64le.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-tars-kubernetes-client-linux-ppc64le.tar.gz,"SHA1: 0da070de4890de7ef255767f7e2b7f69966c51db, SHA256: aeebff6fe1343f249363943264450b7c88562a03f10a6de34c322789ba96f4b7, SHA512: de9a27b857093e76a0a1bfbf9914ca71622b942ceeb1db9b5cf3707a8f0974c7a9518d37ebab742210afbc29bd0c1358c15ac325376f7338565568d6cc324be6",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-node-linux-amd64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-tars-kubernetes-node-linux-amd64.tar.gz,"SHA1: cb32ff7f07f3454d834d7e1edb4afbf3eb67e955, SHA256: 9a37646c6c5b6212441e114c84998167ce343439812fc919774d6756534381d0, SHA512: 7f88001adf29c583bf6c1bd10cc0b45e82dda166fe5adc5c3b0995231ce51c9bfd6980dfc59b2cedb393234d9976dc7c5920d96b5231b15470d26d01521b209f",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/mounter,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-stage-server-linux-arm64-kubernetes-server-bin-mounter,"SHA1: 8a422d1af3b28bade584fce0ff4b89aea5dac6b0, SHA256: adef3c4dbc83a2cd38087058435566b9822c9255e3f088c287c50ecdd1bf5a73, SHA512: 2d9351e35b1af2181904698f570644da8bd9b4ddf518802872c15154d48f7fe90682ec352d5ce121336c031708501700406e685c5b67e4782880fcafe8e05745",Apache-2.0,NOASSERTION,NOASSERTION
