PackageName,SPDXID,PackageDownloadLocation,FilesAnalyzed,PackageLicenseConcluded,PackageLicenseDeclared,PackageCopyrightText,PackageChecksum
N/A,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.26.3-release-stage-server-linux-arm64-kubernetes-server-bin-kube-controller-manager,N/A,N/A,N/A,N/A,N/A,
kube-scheduler.tar,SPDXRef-Package-registry.k8s.io-kube-scheduler-arm64-v1.26.3,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 0283b6af54decd432b8337e060421731e859ad80, SHA256: 335ce62fb3dcd04bd70b07515187d5bc62de07030e08e5d7fab4e50629bd9025, SHA512: dcdf8763d93740dd7ce8e94ff1989c0275dac8e9f0195d987a24a3ad4c8733ac849a84b0a54034a65e774200f32d44ca031bbedbee67ae0c9a9ed0e5a946dde0"
sha256:f1e5859e2f1525569076866ff773e5eedbb83941ebf919fe13a7ce1f05fd83ee,SPDXRef-Package-registry.k8s.io-kube-scheduler-arm64-v1.26.3-sha256-f1e5859e2f1525569076866ff773e5eedbb83941ebf919fe13a7ce1f05fd83ee,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 6649804149878a92c5a541ebc391ef8330e1e15b, SHA256: f1e5859e2f1525569076866ff773e5eedbb83941ebf919fe13a7ce1f05fd83ee, SHA512: 39ae3a5446eed5a223541ab9b6764c2d026f7d08140c6c181cec0c374bab6b0f08cb07bc51faee8ef68857f2ffb6dfb8947d9c2da97fa7d3c01c9fcf739a5372"
sha256:9f2ea479b309a3057b32e5f24e116c76ac3542f36bd0447761fd08ad0ac894da,SPDXRef-Package-registry.k8s.io-kube-scheduler-arm64-v1.26.3-sha256-9f2ea479b309a3057b32e5f24e116c76ac3542f36bd0447761fd08ad0ac894da,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: a7a4c89eb0db4027d47c956eea62a8b9193114df, SHA256: 9f2ea479b309a3057b32e5f24e116c76ac3542f36bd0447761fd08ad0ac894da, SHA512: e6775d6d85654a92c2d6f04a22ac5b0c553383d4107b093fbaba2641e9848fd0305251e30154fee4c8b109c283225c68fcb1de172ebc91177da38de6eff85cc4"
sha256:09b77c60dd29b85108860efb83053cc22e975a46496c780fefc17bfc00bf9542,SPDXRef-Package-registry.k8s.io-kube-scheduler-arm64-v1.26.3-sha256-09b77c60dd29b85108860efb83053cc22e975a46496c780fefc17bfc00bf9542,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 4605fbb3734a3701b86460d1a546c00b4b3d6809, SHA256: 09b77c60dd29b85108860efb83053cc22e975a46496c780fefc17bfc00bf9542, SHA512: 135709d9725210193846d981b542fbf4328b95b547a1ae096e0f5a9d94e96e96d25a23c551469ef737ff2d9d4032d1a58a3d357f8e38d26b8bc5b5937ed4549a"
kube-scheduler.tar,SPDXRef-Package-registry.k8s.io-kube-scheduler-ppc64le-v1.26.3,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: e7f91f3f0edaeab5daf369237d6267c5e76b55a5, SHA256: 1adaaed5b125ad686187a3438c6210f19b01ecdb30ddfc2955245ef5d8b6bb99, SHA512: 9f0eb7e3e1380b93a58aa9ced27374bf4955f8f270d82cbb3b09b69c5d1bc02a5858671a97f1c8580d8f5f491a03a75d61039db07aeaf6353ed4361d229583d5"
sha256:c0dbd582df1fd165258c2eabc1aa40c471207ef171cae941067e79718e568644,SPDXRef-Package-registry.k8s.io-kube-scheduler-ppc64le-v1.26.3-sha256-c0dbd582df1fd165258c2eabc1aa40c471207ef171cae941067e79718e568644,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 80a802b20e10c6d5648b1d1ae6e1f7d7afe56f34, SHA256: c0dbd582df1fd165258c2eabc1aa40c471207ef171cae941067e79718e568644, SHA512: 5e2f2215d3cc810e4ba623d1f6d4bfe4ff0f808c6dfabfd4e3e249b08502573fae4d62d44f2e8e74ff1491987e05b74d10dc215e6097d9c3e441e2c0fee25e63"
sha256:b42c981138348acdf41c535df95e5060b8e8248f8dcb978052a19ba2164102b2,SPDXRef-Package-registry.k8s.io-kube-scheduler-ppc64le-v1.26.3-sha256-b42c981138348acdf41c535df95e5060b8e8248f8dcb978052a19ba2164102b2,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 3832c94ecf38ef5590308bb5649b9f1d29e8fcfa, SHA256: b42c981138348acdf41c535df95e5060b8e8248f8dcb978052a19ba2164102b2, SHA512: cdfc6f72f05db275e9a385b034f5db56a705cbc4f66bf999b971fbcace684fef4d77192584be31a3034c7375895d547dfafc20f8590475e9fdecbcb75fa0ab29"
sha256:dc4a78ca92d7b193d7fda14db2621bdc5bc5f57eafde71bb25717e493964fa61,SPDXRef-Package-registry.k8s.io-kube-scheduler-ppc64le-v1.26.3-sha256-dc4a78ca92d7b193d7fda14db2621bdc5bc5f57eafde71bb25717e493964fa61,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: a3285078705feb4467ced9314270fb2d15accd1c, SHA256: dc4a78ca92d7b193d7fda14db2621bdc5bc5f57eafde71bb25717e493964fa61, SHA512: 350768872f67e851fc807ebff772ef35957d6ba94fc6f80a2416eea870089f11bf22e60656e379ae6f9a10f190cf04c62cd4b6ec2898b814c30fca2dff4adff6"
kube-controller-manager.tar,SPDXRef-Package-registry.k8s.io-kube-controller-manager-s390x-v1.26.3,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 99f67e96d7f0bf16f106ea20d452d24ca68f321c, SHA256: 0d0d54229516002c0fda34e152935473316ba1545bc3b424cd589d9ea015e378, SHA512: c4bde8c60c8df4209f39f460faea36ebf643fdcf635c0d4fad34f2baed595cc9cda4bce7368f8418c0b30bfc1fc360df7881d81f0dca5e4455e58b0777e1d791"
sha256:f9ec3c2d10b39437e168c0d36a6c95e7c44d25e68f94ca2047d9631326f2f2a3,SPDXRef-Package-registry.k8s.io-kube-controller-manager-s390x-v1.26.3-sha256-f9ec3c2d10b39437e168c0d36a6c95e7c44d25e68f94ca2047d9631326f2f2a3,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 9beff78972f5c37ea136bafd094caf93562a554a, SHA256: f9ec3c2d10b39437e168c0d36a6c95e7c44d25e68f94ca2047d9631326f2f2a3, SHA512: 07cbe85c85d0e8d692ed6f92660f89d4b14c9bac4f76d9da1937de4c28fccf1a37ad50e4ff4d411057cf38ba3bb342afd1b6bb73296ac31c9c4ada6124c6b092"
sha256:95f66c6de5676cd56da39dca82a4ad398a194020c82a7a6eff403ef4e0e80fd9,SPDXRef-Package-registry.k8s.io-kube-controller-manager-s390x-v1.26.3-sha256-95f66c6de5676cd56da39dca82a4ad398a194020c82a7a6eff403ef4e0e80fd9,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 27652db03606251904d9c3c407d125eb4354388b, SHA256: 95f66c6de5676cd56da39dca82a4ad398a194020c82a7a6eff403ef4e0e80fd9, SHA512: efa52cc4c19790c312332025154c64ddc571eb9bc9aca01ff86fab152482b195b828425c80fd83c671f4ce196df0641538b6f6e41bb845eb30693d0f4868459b"
sha256:fecd4d2a69936ac7c41d6b01f946feabcd1163cb76afa88a11fc9b4b439b9990,SPDXRef-Package-registry.k8s.io-kube-controller-manager-s390x-v1.26.3-sha256-fecd4d2a69936ac7c41d6b01f946feabcd1163cb76afa88a11fc9b4b439b9990,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: cd126547b560acb09f0c57e5a44bcec1d500dddc, SHA256: fecd4d2a69936ac7c41d6b01f946feabcd1163cb76afa88a11fc9b4b439b9990, SHA512: e9d6a45f111c561176e44b57ee311408436d3e5bfab3bb74eb4150a235e57a78192f0c66f55dd908e5624f089c0ad9dcfa36a1f76b5f76278114698754e950a8"
kube-proxy.tar,SPDXRef-Package-registry.k8s.io-kube-proxy-amd64-v1.26.3,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 10b1a408aa99000c841da8ed28dcd57e369f7823, SHA256: 52b6c33edefa84124abf51518b67d1d451ef6d64289146faed97ff951ecdda04, SHA512: 51f90903ddb6ede56b45650707bd5b189b790e75850aa811476bc2b10198f60f0d9913af6f29d0ca8e194b340feb48d3e19089e0d7a58255517ccf865f1ec592"
sha256:8342c4e13d7fc5e510dc33a371c0e16b6bd0fec936eed3331af6ace0e3561c50,SPDXRef-Package-registry.k8s.io-kube-proxy-amd64-v1.26.3-sha256-8342c4e13d7fc5e510dc33a371c0e16b6bd0fec936eed3331af6ace0e3561c50,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: fb63d00aabd1a7835afc97a95f66ca1d4175e8c0, SHA256: 8342c4e13d7fc5e510dc33a371c0e16b6bd0fec936eed3331af6ace0e3561c50, SHA512: fee348757ad0306f46ce5f9226eb737f7faef8c69ac9dd5b99c658c79891f0a330c53d30f694ac77c51635f475ef9fc2dd831f392f4c98f86f0e23907ec6a026"
sha256:d3060b11e4655b8a0b00598d2a3c218fe382b5adc8dc070c731c93e422ddd482,SPDXRef-Package-registry.k8s.io-kube-proxy-amd64-v1.26.3-sha256-d3060b11e4655b8a0b00598d2a3c218fe382b5adc8dc070c731c93e422ddd482,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: d2e46c4de1a29c1b306660dfe5f9a3acac71e592, SHA256: d3060b11e4655b8a0b00598d2a3c218fe382b5adc8dc070c731c93e422ddd482, SHA512: 0adb6c873d7f0d194620ae5346107b07c509645ab61bffb54d10297d0c2a7ceec1c57c39e7f1d5ba32d57dbfcb5eb4717ab6bdc7ec7a2c5aefa86503af03c40c"
kube-controller-manager.tar,SPDXRef-Package-registry.k8s.io-kube-controller-manager-arm-v1.26.3,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: 79949503261f2e608e2973b0773ee4003efc1e48, SHA256: dde272932ef20724689695640113546e700e7d5c00688dbe2707d620acddb4ea, SHA512: f91977327748334a90f44875dee1b135568c6acecfa0411da9d52b0407101787a6f298d61c350339f8d2c3dba974ea25e3dd6a3e5710bd1f8c613ad529f103b1"
sha256:2b24e33bc686d5e486b17ea6d9e3cb75313a5ba0f4426c9b26474b66053e5e4d,SPDXRef-Package-registry.k8s.io-kube-controller-manager-arm-v1.26.3-sha256-2b24e33bc686d5e486b17ea6d9e3cb75313a5ba0f4426c9b26474b66053e5e4d,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: b3c02d7a93eabef6152c1aa0de1fbed435b8af03, SHA256: 2b24e33bc686d5e486b17ea6d9e3cb75313a5ba0f4426c9b26474b66053e5e4d, SHA512: 18bda7ad14fb771ef54dc361802850fd0df988dfb79eccf17c10c8be0277f9a175e23e64068f1c2f882d12b13b8cbd97e4488153f00b31fe49eae9c47bfa5dd2"
sha256:50ba6ec0a0d3bca1fbd7d243bb89a59a611e236070bbd4b5426ffd4c752337e0,SPDXRef-Package-registry.k8s.io-kube-controller-manager-arm-v1.26.3-sha256-50ba6ec0a0d3bca1fbd7d243bb89a59a611e236070bbd4b5426ffd4c752337e0,NONE,false,NOASSERTION,NOASSERTION,NOASSERTION,"SHA1: c303c185ce75ef038365d106a30211dbb0c09857, SHA256: 50ba6ec0a0d3bca1fbd7d243bb89a59a611e236070bbd4b5426ffd4c752337e0, SHA512: 57578de97c9ea359d4c5ff134822db816528bd53d5541f68f0ef16e9ce4d981e981b5d6b7baae824c401bc6e0d905f8f26e5e2943bace37491cacd37f42fc4f1"
