FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
bin/linux/arm/kube-aggregator,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-stage-server-linux-arm-kubernetes-server-bin-kube-aggregator,"SHA1: f434b55a802b053f00594292b60298d50860d631, SHA256: 3f88afd8877e17d69f20fd725f3076c8cc2ea64297a51a0a6908e7a0b8e1ec93, SHA512: 2ca4062206497532e8aee10f4f83f916c557e4823e260c7af80935c495f5d424d03a03cc9175b18d9c47e663c030078e692a2cb8dbf87ae33258ea1fe3117c4f",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-linux-arm64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-tars-kubernetes-client-linux-arm64.tar.gz,"SHA1: 66afc072540ea03d8cd2472457853d04061f9531, SHA256: e2321acf1588affc0e6699eddb5baed7c1657c45b42228b45e00109cb1ea1a7c, SHA512: 3ac6eb2dd77a71ea608777429a8efa0c26aa3bf835f125a114c3d2312337a00c5b96eaf32edaef319c055be023d9862ff6f7fc06c0056d4b2491eaafe34315b0",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/ppc64le/kubeadm,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-stage-server-linux-ppc64le-kubernetes-server-bin-kubeadm,"SHA1: 3c12d924ab6a2aaa318e418b466719e88c95d274, SHA256: dcfb69f564b34942136cc4cc340b1c800e3e610292e517e68ab5e0157b9510af, SHA512: ddab5729bcb0e407f86dd812b4f09e2c72e01599cd4665fa94656fb4fa668880f483d09927595ce22335cb598c781765e501cd5df7064ad38bfe45b162d561b0",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/ppc64le/mounter,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-stage-server-linux-ppc64le-kubernetes-server-bin-mounter,"SHA1: 0ae5c712065cf34a537ede42cbc006890bbbde72, SHA256: 6a4da59a2260c6e201d0480f9b5e8a277ac61a28a7c3b8d15707d065935a15da, SHA512: a599d42433df09dfe228ad1c03b5e74dfeecc471bb9678cc47c474644057ef124af88fdeb7ec8ab1f9dbe3baebf0fcd9a61599f78702fbf01868880ec6a2d5fc",Apache-2.0,NOASSERTION,NOASSERTION
bin/darwin/arm64/kubectl,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-stage-client-darwin-arm64-kubernetes-client-bin-kubectl,"SHA1: d5cfc0b648d9d7ac0b9f880d5f02ca57e0455da4, SHA256: da340d96f1d2f6932a888f1f44646a5817edd8512a4aa793a20267524d2900df, SHA512: 595c12372499a3e8d4b38b90b2c0e71e0f9af48726407f677e0185b3b9388f58a47a7aeb60c90a5fdc317fe200b91ff5ce1639b8f9bc1c1f31ba864088208e53",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/ppc64le/kubelet,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-stage-server-linux-ppc64le-kubernetes-server-bin-kubelet,"SHA1: 4f8da6f7788277d261095df34f6125e9e93c8b8b, SHA256: f07b6194add802e2e5c5905a79ef744118ccb82ebcbf4e402a11bdb478de2c0f, SHA512: 72c4940896fbdf34a7991e4cb453e8deda83713de76276d00b28becef643aab69dcec640650106c5e5d09ee89912407c6f83be6e4be63db02f3e35cc85e4afb5",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/s390x/kube-proxy,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-stage-server-linux-s390x-kubernetes-server-bin-kube-proxy,"SHA1: 90bb9a57b1ed0203599f8e2d66222556248ff29f, SHA256: 44d116307e4098a8c97bd9396bfcbcdef8986c5761e156ce5619f01d7eb9c3c5, SHA512: 3021be7241e72f3a439b2066ef1c4eaabe51f45ed042337be76f893da26773ac638a0bdb084e28bfcb935dd13c63742430969f53efc511721d6c1509a06eb33e",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-test-linux-ppc64le.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-tars-kubernetes-test-linux-ppc64le.tar.gz,"SHA1: 4e0b3ceff42224170efff59316782edc6f70e100, SHA256: 230535ef0f325a39810eb0be60d6181aea2001318104f8248eacd76726d834e2, SHA512: 9b6494661a9df7ba3428935b0e252e0bfcbc463e79d88a03218ed12b9949749547e255c9df4b7bc0f30050e5cb79c65472bc6253bc8b3cd86d4dad5e37787f95",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/ppc64le/apiextensions-apiserver,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-stage-server-linux-ppc64le-kubernetes-server-bin-apiextensions-apiserver,"SHA1: b2663940321a5b97ec8d92d0e80ae3ba7deb9634, SHA256: 77ffa5f21b830fdabdb80315fac118592b5a8a75fbe55bec9c7bf456cccb0795, SHA512: d91053b490b3c2134381abf21a68562b277e64f9fb17a93e8a3cb46cadd25a1f807cb030dbe4735bb8498dd565226a82300c41f6d2402c231e571adda8fa6046",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-client-windows-386.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.23.8-release-tars-kubernetes-client-windows-386.tar.gz,"SHA1: 175e23cf6e49c8174c871e5d7a3a5e87d3de0bc9, SHA256: 3dbfec82ce7f4a0e64008f679b231b319e32c065761dc9621aa568a38e503b21, SHA512: eefcb9290ac80c6d0e50fa77d4fabd8b71949412c37272ad33468bc31251d031b877cb26e17ee56d51616347331f5f9d17fa170a44d1f0f9530be9c3605981dc",Apache-2.0,NOASSERTION,NOASSERTION
