FileName,SPDXID,FileChecksum,LicenseConcluded,LicenseInfoInFile,FileCopyrightText
bin/darwin/arm64/kubectl,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-client-darwin-arm64-kubernetes-client-bin-kubectl,"SHA1: ed83da2a893b6b38f81d46b016e8b04b92b9d933, SHA256: c6c314d1877308e0255b0a8927be7f171e4df202df72cdb232424fe896e1a1a8, SHA512: dbc800a4b9e16c188078dfde5c5d33d83e7f11ad822cad0f213488c106fb48d1ba33d8ce47ffe995b7efa05f68a1768bb99a95a7270a52e77cd8247fecaa996f",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/apiextensions-apiserver,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-server-linux-arm64-kubernetes-server-bin-apiextensions-apiserver,"SHA1: f685d59464599bb843c31f3b75c8e113632506f1, SHA256: a089c57d6c6507f1610ebe52794b6e5d300c23765edfe580f6fc3964524e47b6, SHA512: 3784eeebafedce109b3e2016f219ef842ff0b92f83408e5f583b45cd7ffda61a9fea57ae5565b4b8278d9f956c96444006a2e4a6a1b728ebfdacff96cf759a59",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/arm64/kube-controller-manager,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-server-linux-arm64-kubernetes-server-bin-kube-controller-manager,"SHA1: b2be39f16c698386748362f16e21f3adb57aa315, SHA256: 273cd41b65c51513ffc9a5c7e2e4e530dadf97a7c1535b069f6c1f1e3f3eb3fd, SHA512: 7957abdc77397d5823b5f6debe89b91b7d063958ed2d368d2660922a9d9bd8c8d7b1a90ae3f7d566f38c223d3b7ee547da36ad16b6916f2b161b4ee0a4687cf5",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-test-linux-s390x.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-tars-kubernetes-test-linux-s390x.tar.gz,"SHA1: bd5ef87e0e0e5b0a906e155fde7590535a3bc403, SHA256: 730cd670d1a836e3f15234d25ac0ff3e8f20cf40c7993e5ea6e403e0aebb18e5, SHA512: dd8c58c6f65540a373943f1ff4c79e666f5767c3261c8744908272e208b6d81bb798a82fd7b66329b3b6ecf444273e058ce2c36a326fe53ed9624a410d7ef8d5",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-test-windows-amd64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-tars-kubernetes-test-windows-amd64.tar.gz,"SHA1: 3606f4f46f62a41581173615c57e3d4b09c45954, SHA256: a7367d6976565222842509d92bb77c9b1cfdee22bdc6675c922ecf85bc4ca803, SHA512: 619daa4557e3fa2cc407679fcf86927e22fcc1e59d5aee8dc2c8a0cfe731439db4b84519cc0d1d516ec1edb975aad62940e21edc73b6a0d8de202e91d83077c2",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-scheduler,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-server-linux-amd64-kubernetes-server-bin-kube-scheduler,"SHA1: 1722e54c49e0e40d94a9275e493a3ead555766ce, SHA256: 65d7106ebc6f41a3d68437f45f009bf3723bc213b82ae8c85cf0ea9b97411176, SHA512: 1a1429bc61e364d9879fb90511e3b2291376d4c9bc06d5723c04ff24d9fac01147237c2d3668b01fc71b1467ad17210e9cdb895a56d1b576f1533b76f483cbff",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/ppc64le/mounter,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-server-linux-ppc64le-kubernetes-server-bin-mounter,"SHA1: d3d540fcdf1d349a8529aa43dd61cf55b336bd37, SHA256: 07f70cfef76f5518ac658df659a3140168eefcd7fd80a6a21649e50b10cb6695, SHA512: c73aec2e1ae353bf153e849bf3674acf39edd1fbd7884f399e631d5c1904bd7126cb990d48e60149ff90750fd316c8aa6d0c25111492a2b1e7e45e4819ac63bb",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/s390x/kubectl-convert,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-server-linux-s390x-kubernetes-server-bin-kubectl-convert,"SHA1: 35507d45b35c91cc0a92a150546293703331103d, SHA256: 3aff93ec3c94b11fbf82ead149e1c4fe26eb27435579d3cd9f08a5a6b9e22a84, SHA512: 25487194205b408d3743d3a2b5b36968d993ba725184937681a0f96b27152c3f5238dbc5ff4ae2a98058ef9428c82855b47c5c2cad7a81e749af221f98bc2a03",Apache-2.0,NOASSERTION,NOASSERTION
kubernetes-node-linux-amd64.tar.gz,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-tars-kubernetes-node-linux-amd64.tar.gz,"SHA1: 31a7dd4a28d62d50339f832f70d3555d261a4b81, SHA256: 8018a9b646e1477b58ab847805a22469e70a2564582ca4228d9c97f07374ef30, SHA512: 305ee41682bb222e040134e75aefeda6cad1f81f4af761c514bb5d66fe83d42dd993c0a118c178a9e8abd6d2ae3fdb7b70c0509f1134f032c2ef2ef2bc103d81",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kube-aggregator,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-server-linux-amd64-kubernetes-server-bin-kube-aggregator,"SHA1: 3bb6c77acbd1f30a9fd85d7f37ad51afd7ab755c, SHA256: 5ad401e44cc344febf7c9f567a6b40f13233640f6faa329fc7efdf0225a10f3e, SHA512: a2acc648b70e61f6b1f619114e54e4663d17960d1c17e0793aad63586612ecd04057eaff70c3bd40e475f8b4343c7e07d6a65645455f0fd390f815a40c65e9ab",Apache-2.0,NOASSERTION,NOASSERTION
bin/linux/amd64/kubectl,SPDXRef-File-workspace-src-k8s.io-kubernetes-C95output-v1.27.0-beta.0-release-stage-server-linux-amd64-kubernetes-server-bin-kubectl,"SHA1: 6f40a24c323709c504de6e2763057e7e64510ce8, SHA256: 7d529432fba389bc315c07a03419f8fb431976a9b3bc9fd29515d9c3d635518d, SHA512: 9e39d472a1ea25079663591fe05f0a2b41ee54007dd5d677c515eddce6ff509d9953120bdd0082a57ea493597c8fa87e8373ef8948e027f1b73c4b5f69450b35",Apache-2.0,NOASSERTION,NOASSERTION
