kubernetesVersion,dependencyName-Version
kubernetes-1.28.2,k8s.io/controller-manager-v0.0.0
kubernetes-1.28.2,github.com/chai2010/gettext-go-v1.0.2
kubernetes-1.28.2,github.com/matttproud/golang_protobuf_extensions-v1.0.4
kubernetes-1.28.2,go.uber.org/atomic-v1.10.0
kubernetes-1.28.2,sigs.k8s.io/yaml-v1.3.0
kubernetes-1.28.2,github.com/google/uuid-v1.3.0
kubernetes-1.28.2,google.golang.org/genproto-v0.0.0-20230526161137-0005af68ea54
kubernetes-1.28.2,github.com/mxk/go-flowrate-v0.0.0-20140419014527-cca7078d478f
kubernetes-1.28.2,github.com/cenkalti/backoff/v4-v4.2.1
kubernetes-1.28.2,github.com/grpc-ecosystem/go-grpc-prometheus-v1.2.0
kubernetes-1.28.2,github.com/fvbommel/sortorder-v1.1.0
kubernetes-1.28.2,github.com/golang-jwt/jwt/v4-v4.5.0
kubernetes-1.28.2,github.com/evanphx/json-patch-v4.12.0
kubernetes-1.28.2,k8s.io/csi-translation-lib-v0.0.0
kubernetes-1.28.2,github.com/daviddengcn/go-colortext-v1.0.0
kubernetes-1.28.2,sigs.k8s.io/kustomize/kustomize/v5-v5.0.4-0.20230601165947-6ce0bf390ce3
kubernetes-1.28.2,google.golang.org/genproto/googleapis/api-v0.0.0-20230525234035-dd9d682886f9
kubernetes-1.28.2,github.com/google/gnostic-models-v0.6.8
kubernetes-1.28.2,go.etcd.io/bbolt-v1.3.7
kubernetes-1.28.2,github.com/spf13/cobra-v1.7.0
kubernetes-1.28.2,gopkg.in/gcfg.v1-v1.2.3
kubernetes-1.28.2,go.opentelemetry.io/otel/exporters/otlp/otlptrace-v1.10.0
kubernetes-1.28.2,go.opentelemetry.io/otel-v1.10.0
kubernetes-1.28.2,go.opentelemetry.io/otel/sdk-v1.10.0
kubernetes-1.28.2,github.com/cpuguy83/go-md2man/v2-v2.0.2
kubernetes-1.28.2,github.com/go-openapi/swag-v0.22.3
kubernetes-1.28.2,k8s.io/cluster-bootstrap-v0.0.0
kubernetes-1.28.2,github.com/rubiojr/go-vhd-v0.0.0-20200706105327-02e210299021
kubernetes-1.28.2,github.com/mohae/deepcopy-v0.0.0-20170603005431-491d3605edfb
kubernetes-1.28.2,github.com/coreos/go-oidc-v2.2.1
kubernetes-1.28.2,go.uber.org/goleak-v1.2.1
kubernetes-1.28.2,github.com/moby/spdystream-v0.2.0
kubernetes-1.28.2,github.com/ishidawataru/sctp-v0.0.0-20190723014705-7c296d48a2b5
kubernetes-1.28.2,k8s.io/cri-api-v0.0.0
kubernetes-1.28.2,github.com/onsi/gomega-v1.27.6
kubernetes-1.28.2,github.com/coredns/corefile-migration-v1.0.20
kubernetes-1.28.2,github.com/golang/protobuf-v1.5.3
kubernetes-1.28.2,sigs.k8s.io/json-v0.0.0-20221116044647-bc3834ca7abd
kubernetes-1.28.2,github.com/tmc/grpc-websocket-proxy-v0.0.0-20220101234140-673ab2c3ae75
kubernetes-1.28.2,github.com/vishvananda/netlink-v1.1.0
kubernetes-1.28.2,github.com/mailru/easyjson-v0.7.7
kubernetes-1.28.2,golang.org/x/text-v0.11.0
kubernetes-1.28.2,github.com/golang/mock-v1.6.0
kubernetes-1.28.2,k8s.io/kubectl-v0.0.0
kubernetes-1.28.2,github.com/robfig/cron/v3-v3.0.1
kubernetes-1.28.2,k8s.io/api-v0.0.0
kubernetes-1.28.2,github.com/googleapis/enterprise-certificate-proxy-v0.2.3
kubernetes-1.28.2,github.com/antlr/antlr4/runtime/Go/antlr/v4-v4.0.0-20230305170008-8188dc5388df
kubernetes-1.28.2,github.com/go-logr/stdr-v1.2.2
kubernetes-1.28.2,go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc-v1.10.0
kubernetes-1.28.2,github.com/prometheus/procfs-v0.10.1
kubernetes-1.28.2,github.com/stretchr/testify-v1.8.2
kubernetes-1.28.2,github.com/Azure/go-autorest/autorest/validation-v0.3.1
kubernetes-1.28.2,github.com/NYTimes/gziphandler-v1.1.1
kubernetes-1.28.2,go.opentelemetry.io/otel/metric-v0.31.0
kubernetes-1.28.2,k8s.io/pod-security-admission-v0.0.0
kubernetes-1.28.2,github.com/docker/go-units-v0.5.0
kubernetes-1.28.2,github.com/vishvananda/netns-v0.0.4
kubernetes-1.28.2,github.com/opencontainers/go-digest-v1.0.0
kubernetes-1.28.2,k8s.io/kubelet-v0.0.0
kubernetes-1.28.2,github.com/checkpoint-restore/go-criu/v5-v5.3.0
kubernetes-1.28.2,github.com/moby/ipvs-v1.1.0
kubernetes-1.28.2,k8s.io/sample-apiserver-v0.0.0
kubernetes-1.28.2,gopkg.in/yaml.v2-v2.4.0
kubernetes-1.28.2,golang.org/x/tools-v0.8.0
kubernetes-1.28.2,k8s.io/kube-scheduler-v0.0.0
kubernetes-1.28.2,github.com/cyphar/filepath-securejoin-v0.2.3
kubernetes-1.28.2,google.golang.org/genproto/googleapis/rpc-v0.0.0-20230525234030-28d5490b6b19
kubernetes-1.28.2,github.com/go-openapi/jsonreference-v0.20.2
kubernetes-1.28.2,github.com/coreos/go-semver-v0.3.1
kubernetes-1.28.2,github.com/Azure/go-autorest/autorest-v0.11.29
kubernetes-1.28.2,github.com/modern-go/concurrent-v0.0.0-20180306012644-bacd9c7ef1dd
kubernetes-1.28.2,github.com/libopenstorage/openstorage-v1.0.0
kubernetes-1.28.2,go.opentelemetry.io/proto/otlp-v0.19.0
kubernetes-1.28.2,github.com/davecgh/go-spew-v1.1.1
kubernetes-1.28.2,github.com/mistifyio/go-zfs-v2.1.2-0.20190413222219-f784269be439
kubernetes-1.28.2,go.opencensus.io-v0.24.0
kubernetes-1.28.2,github.com/gorilla/websocket-v1.4.2
kubernetes-1.28.2,github.com/karrick/godirwalk-v1.17.0
kubernetes-1.28.2,github.com/pquerna/cachecontrol-v0.1.0
kubernetes-1.28.2,golang.org/x/net-v0.13.0
kubernetes-1.28.2,github.com/go-logr/logr-v1.2.4
kubernetes-1.28.2,go.starlark.net-v0.0.0-20230525235612-a134d8f9ddca
kubernetes-1.28.2,bitbucket.org/bertimus9/systemstat-v0.5.0
kubernetes-1.28.2,github.com/monochromegane/go-gitignore-v0.0.0-20200626010858-205db1a8cc00
kubernetes-1.28.2,golang.org/x/time-v0.3.0
kubernetes-1.28.2,github.com/Azure/go-autorest/autorest/date-v0.3.0
kubernetes-1.28.2,github.com/gofrs/uuid-v4.4.0
kubernetes-1.28.2,golang.org/x/sync-v0.2.0
kubernetes-1.28.2,k8s.io/apiserver-v0.0.0
kubernetes-1.28.2,github.com/gogo/protobuf-v1.3.2
kubernetes-1.15.0-alpha.1,k8s.io/api-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/gorilla/websocket-v0.0.0-20170926233335-4201258b820c
kubernetes-1.15.0-alpha.1,github.com/google/gofuzz-v0.0.0-20170612174753-24818f796faf
kubernetes-1.15.0-alpha.1,github.com/evanphx/json-patch-v0.0.0-20190203023257-5858425f7550
kubernetes-1.15.0-alpha.1,github.com/googleapis/gnostic-v0.0.0-20170729233727-0c5108395e2d
kubernetes-1.15.0-alpha.1,github.com/MakeNowJust/heredoc-v0.0.0-20170808103936-bb23615498cd
kubernetes-1.15.0-alpha.1,github.com/modern-go/reflect2-v1.0.1
kubernetes-1.15.0-alpha.1,github.com/munnerz/goautoneg-v0.0.0-20120707110453-a547fc61f48d
kubernetes-1.15.0-alpha.1,k8s.io/cli-runtime-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/coreos/go-semver-v0.0.0-20180108230905-e214231b295a
kubernetes-1.15.0-alpha.1,golang.org/x/time-v0.0.0-20161028155119-f51c12702a4d
kubernetes-1.15.0-alpha.1,github.com/rancher/go-rancher-v0.0.0-20160922212217-09693a8743ba
kubernetes-1.15.0-alpha.1,k8s.io/kube-controller-manager-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/container-storage-interface/spec-v1.1.0
kubernetes-1.15.0-alpha.1,github.com/google/cadvisor-v0.33.2-0.20190411163913-9db8c7dee20a
kubernetes-1.15.0-alpha.1,github.com/containerd/console-v0.0.0-20170925154832-84eeaae905fa
kubernetes-1.15.0-alpha.1,github.com/ugorji/go-v0.0.0-20171019201919-bdcc60b419d1
kubernetes-1.15.0-alpha.1,golang.org/x/text-v0.3.1-0.20181227161524-e6919f6577db
kubernetes-1.15.0-alpha.1,github.com/hashicorp/golang-lru-v0.5.0
kubernetes-1.15.0-alpha.1,github.com/cloudflare/cfssl-v0.0.0-20180726162950-56268a613adf
kubernetes-1.15.0-alpha.1,github.com/go-openapi/errors-v0.17.2
kubernetes-1.15.0-alpha.1,github.com/go-openapi/validate-v0.18.0
kubernetes-1.15.0-alpha.1,github.com/Azure/azure-sdk-for-go-v21.3.0
kubernetes-1.15.0-alpha.1,github.com/vishvananda/netns-v0.0.0-20171111001504-be1fbeda1936
kubernetes-1.15.0-alpha.1,github.com/spf13/cobra-v0.0.0-20180319062004-c439c4fa0937
kubernetes-1.15.0-alpha.1,github.com/d2g/dhcp4client-v0.0.0-20170829104524-6e570ed0a266
kubernetes-1.15.0-alpha.1,github.com/jmespath/go-jmespath-v0.0.0-20180206201540-c2b33e8439af
kubernetes-1.15.0-alpha.1,github.com/coreos/etcd-v3.3.10
kubernetes-1.15.0-alpha.1,github.com/containernetworking/cni-v0.6.0
kubernetes-1.15.0-alpha.1,github.com/go-openapi/swag-v0.17.2
kubernetes-1.15.0-alpha.1,github.com/golang/mock-v0.0.0-20160127222235-bd3c8e81be01
kubernetes-1.15.0-alpha.1,github.com/mindprince/gonvml-v0.0.0-20171110221305-fee913ce8fb2
kubernetes-1.15.0-alpha.1,github.com/mailru/easyjson-v0.0.0-20180823135443-60711f1a8329
kubernetes-1.15.0-alpha.1,k8s.io/cluster-bootstrap-v0.0.0
kubernetes-1.15.0-alpha.1,golang.org/x/crypto-v0.0.0-20181025213731-e84da0312774
kubernetes-1.15.0-alpha.1,github.com/daviddengcn/go-colortext-v0.0.0-20160507010035-511bcaf42ccd
kubernetes-1.15.0-alpha.1,github.com/vmware/photon-controller-go-sdk-v0.0.0-20170310013346-4a435daef6cc
kubernetes-1.15.0-alpha.1,github.com/go-openapi/strfmt-v0.17.0
kubernetes-1.15.0-alpha.1,k8s.io/apiserver-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/globalsign/mgo-v0.0.0-20181015135952-eeefdecb41b8
kubernetes-1.15.0-alpha.1,github.com/golang/groupcache-v0.0.0-20160516000752-02826c3e7903
kubernetes-1.15.0-alpha.1,sigs.k8s.io/yaml-v1.1.0
kubernetes-1.15.0-alpha.1,github.com/asaskevich/govalidator-v0.0.0-20180720115003-f9ffefc3facf
kubernetes-1.15.0-alpha.1,github.com/spf13/pflag-v1.0.1
kubernetes-1.15.0-alpha.1,github.com/mxk/go-flowrate-v0.0.0-20140419014527-cca7078d478f
kubernetes-1.15.0-alpha.1,github.com/mistifyio/go-zfs-v0.0.0-20151009155749-1b4ae6fb4e77
kubernetes-1.15.0-alpha.1,github.com/go-openapi/runtime-v0.17.2
kubernetes-1.15.0-alpha.1,github.com/davecgh/go-spew-v1.1.1
kubernetes-1.15.0-alpha.1,github.com/lithammer/dedent-v1.1.0
kubernetes-1.15.0-alpha.1,github.com/mrunalp/fileutils-v0.0.0-20160930181131-4ee1cc9a8058
kubernetes-1.15.0-alpha.1,github.com/marstr/guid-v0.0.0-20170427235115-8bdf7d1a087c
kubernetes-1.15.0-alpha.1,github.com/clusterhq/flocker-go-v0.0.0-20160920122132-2b8b7259d313
kubernetes-1.15.0-alpha.1,gopkg.in/inf.v0-v0.9.0
kubernetes-1.15.0-alpha.1,github.com/cyphar/filepath-securejoin-v0.0.0-20170720062807-ae69057f2299
kubernetes-1.15.0-alpha.1,github.com/mohae/deepcopy-v0.0.0-20170603005431-491d3605edfb
kubernetes-1.15.0-alpha.1,github.com/spf13/afero-v0.0.0-20160816080757-b28a7effac97
kubernetes-1.15.0-alpha.1,github.com/pelletier/go-toml-v1.2.0
kubernetes-1.15.0-alpha.1,github.com/emicklei/go-restful-v0.0.0-20170410110728-ff4f55a20633
kubernetes-1.15.0-alpha.1,google.golang.org/grpc-v1.13.0
kubernetes-1.15.0-alpha.1,github.com/PuerkitoBio/purell-v1.1.0
kubernetes-1.15.0-alpha.1,github.com/go-openapi/jsonreference-v0.19.0
kubernetes-1.15.0-alpha.1,go.uber.org/atomic-v0.0.0-20181018215023-8dc6146f7569
kubernetes-1.15.0-alpha.1,github.com/docker/go-connections-v0.3.0
kubernetes-1.15.0-alpha.1,github.com/stretchr/objx-v0.1.1
kubernetes-1.15.0-alpha.1,github.com/sirupsen/logrus-v1.2.0
kubernetes-1.15.0-alpha.1,github.com/cpuguy83/go-md2man-v1.0.4
kubernetes-1.15.0-alpha.1,gonum.org/v1/gonum-v0.0.0-20190331200053-3d26580ed485
kubernetes-1.15.0-alpha.1,github.com/mholt/caddy-v0.0.0-20180213163048-2de495001514
kubernetes-1.15.0-alpha.1,github.com/fsnotify/fsnotify-v1.4.7
kubernetes-1.15.0-alpha.1,github.com/prometheus/procfs-v0.0.0-20181204211112-1dc9a6cbc91a
kubernetes-1.15.0-alpha.1,github.com/robfig/cron-v0.0.0-20170309132418-df38d32658d8
kubernetes-1.15.0-alpha.1,github.com/docker/go-units-v0.3.3
kubernetes-1.15.0-alpha.1,gopkg.in/square/go-jose.v2-v2.0.0-20180411045311-89060dee6a84
kubernetes-1.15.0-alpha.1,google.golang.org/api-v0.0.0-20181220000619-583d854617af
kubernetes-1.15.0-alpha.1,github.com/prometheus/client_model-v0.0.0-20180712105110-5c3871d89910
kubernetes-1.15.0-alpha.1,github.com/modern-go/concurrent-v0.0.0-20180306012644-bacd9c7ef1dd
kubernetes-1.15.0-alpha.1,github.com/morikuni/aec-v0.0.0-20170113033406-39771216ff4c
kubernetes-1.15.0-alpha.1,github.com/vishvananda/netlink-v0.0.0-20171020171820-b2de5d10e38e
kubernetes-1.15.0-alpha.1,github.com/kardianos/osext-v0.0.0-20150410034420-8fef92e41e22
kubernetes-1.15.0-alpha.1,github.com/satori/go.uuid-v1.2.0
kubernetes-1.15.0-alpha.1,github.com/aws/aws-sdk-go-v1.16.26
kubernetes-1.15.0-alpha.1,github.com/opencontainers/selinux-v0.0.0-20170621221121-4a2974bf1ee9
kubernetes-1.15.0-alpha.1,github.com/exponent-io/jsonpath-v0.0.0-20151013193312-d6023ce2651d
kubernetes-1.15.0-alpha.1,github.com/go-openapi/spec-v0.17.2
kubernetes-1.15.0-alpha.1,github.com/pquerna/cachecontrol-v0.0.0-20171018203845-0dec1b30a021
kubernetes-1.15.0-alpha.1,github.com/ghodss/yaml-v0.0.0-20180820084758-c7ce16629ff4
kubernetes-1.15.0-alpha.1,github.com/russross/blackfriday-v0.0.0-20151117072312-300106c228d5
kubernetes-1.15.0-alpha.1,github.com/hashicorp/hcl-v0.0.0-20160711231752-d8c773c4cba1
kubernetes-1.15.0-alpha.1,github.com/onsi/ginkgo-v1.6.0
kubernetes-1.15.0-alpha.1,golang.org/x/oauth2-v0.0.0-20170412232759-a6bd8cefa181
kubernetes-1.15.0-alpha.1,github.com/storageos/go-api-v0.0.0-20180912212459-343b3eff91fc
kubernetes-1.15.0-alpha.1,github.com/euank/go-kmsg-parser-v2.0.0
kubernetes-1.15.0-alpha.1,golang.org/x/tools-v0.0.0-20190328211700-ab21143f2384
kubernetes-1.15.0-alpha.1,github.com/json-iterator/go-v0.0.0-20180701071628-ab8a2e0c74be
kubernetes-1.15.0-alpha.1,github.com/mitchellh/go-wordwrap-v0.0.0-20150314170334-ad45545899c7
kubernetes-1.15.0-alpha.1,github.com/elazarl/goproxy-v0.0.0-20170405201442-c4fc26588b6e
kubernetes-1.15.0-alpha.1,github.com/dgrijalva/jwt-go-v0.0.0-20160705203006-01aeca54ebda
kubernetes-1.15.0-alpha.1,github.com/kr/fs-v0.0.0-20131111012553-2788f0dbd169
kubernetes-1.15.0-alpha.1,github.com/prometheus/client_golang-v0.9.2
kubernetes-1.15.0-alpha.1,github.com/gophercloud/gophercloud-v0.0.0-20190126172459-c818fa66e4c8
kubernetes-1.15.0-alpha.1,github.com/heketi/heketi-v0.0.0-20181109135656-558b29266ce0
kubernetes-1.15.0-alpha.1,github.com/prometheus/common-v0.0.0-20181126121408-4724e9255275
kubernetes-1.15.0-alpha.1,gopkg.in/gcfg.v1-v1.2.0
kubernetes-1.15.0-alpha.1,github.com/godbus/dbus-v0.0.0-20151105175453-c7fdd8b5cd55
kubernetes-1.15.0-alpha.1,github.com/opencontainers/runtime-spec-v1.0.0
kubernetes-1.15.0-alpha.1,github.com/pborman/uuid-v1.2.0
kubernetes-1.15.0-alpha.1,k8s.io/cloud-provider-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/beorn7/perks-v0.0.0-20180321164747-3a771d992973
kubernetes-1.15.0-alpha.1,k8s.io/kube-proxy-v0.0.0
kubernetes-1.15.0-alpha.1,k8s.io/sample-apiserver-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/google/uuid-v1.0.0
kubernetes-1.15.0-alpha.1,github.com/pkg/sftp-v0.0.0-20160930220758-4d0e916071f6
kubernetes-1.15.0-alpha.1,k8s.io/kubelet-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/containerd/containerd-v1.0.2
kubernetes-1.15.0-alpha.1,gopkg.in/natefinch/lumberjack.v2-v2.0.0-20150622162204-20b71e5b60d7
kubernetes-1.15.0-alpha.1,github.com/stretchr/testify-v1.2.2
kubernetes-1.15.0-alpha.1,github.com/fatih/camelcase-v0.0.0-20160318181535-f6a740d52f96
kubernetes-1.15.0-alpha.1,sigs.k8s.io/structured-merge-diff-v0.0.0-20190302045857-e85c7b244fd2
kubernetes-1.15.0-alpha.1,github.com/vmware/govmomi-v0.20.0
kubernetes-1.15.0-alpha.1,github.com/go-openapi/analysis-v0.17.2
kubernetes-1.15.0-alpha.1,google.golang.org/genproto-v0.0.0-20170731182057-09f6ed296fc6
kubernetes-1.15.0-alpha.1,golang.org/x/sys-v0.0.0-20190312061237-fead79001313
kubernetes-1.15.0-alpha.1,github.com/PuerkitoBio/urlesc-v0.0.0-20170810143723-de5bf2ad4578
kubernetes-1.15.0-alpha.1,github.com/spf13/viper-v0.0.0-20160820190039-7fb2782df3d8
kubernetes-1.15.0-alpha.1,github.com/magiconair/properties-v0.0.0-20160816085511-61b492c03cf4
kubernetes-1.15.0-alpha.1,k8s.io/kube-aggregator-v0.0.0
kubernetes-1.15.0-alpha.1,bitbucket.org/bertimus9/systemstat-v0.0.0-20180207000608-0eeff89b0690
kubernetes-1.15.0-alpha.1,github.com/blang/semver-v3.5.0
kubernetes-1.15.0-alpha.1,github.com/opencontainers/runc-v0.0.0-20181113202123-f000fe11ece1
kubernetes-1.15.0-alpha.1,github.com/quobyte/api-v0.1.2
kubernetes-1.15.0-alpha.1,github.com/go-ozzo/ozzo-validation-v3.5.0
kubernetes-1.15.0-alpha.1,github.com/karrick/godirwalk-v1.7.5
kubernetes-1.15.0-alpha.1,go.uber.org/multierr-v0.0.0-20180122172545-ddea229ff1df
kubernetes-1.15.0-alpha.1,k8s.io/cri-api-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/d2g/dhcp4-v0.0.0-20170904100407-a1d1b6c41b1c
kubernetes-1.15.0-alpha.1,k8s.io/metrics-v0.0.0
kubernetes-1.15.0-alpha.1,k8s.io/apimachinery-v0.0.0
kubernetes-1.15.0-alpha.1,k8s.io/csi-translation-lib-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/onsi/gomega-v0.0.0-20190113212917-5533ce8a0da3
kubernetes-1.15.0-alpha.1,github.com/golang/protobuf-v1.2.0
kubernetes-1.15.0-alpha.1,github.com/GoogleCloudPlatform/k8s-cloud-provider-v0.0.0-20181220005116-f8e995905100
kubernetes-1.15.0-alpha.1,github.com/matttproud/golang_protobuf_extensions-v1.0.1
kubernetes-1.15.0-alpha.1,github.com/mattn/go-shellwords-v0.0.0-20180605041737-f8471b0a71de
kubernetes-1.15.0-alpha.1,github.com/imdario/mergo-v0.3.5
kubernetes-1.15.0-alpha.1,github.com/soheilhy/cmux-v0.1.3
kubernetes-1.15.0-alpha.1,gopkg.in/yaml.v2-v2.2.1
kubernetes-1.15.0-alpha.1,github.com/coreos/bbolt-v1.3.1-coreos.6
kubernetes-1.15.0-alpha.1,github.com/go-openapi/loads-v0.17.2
kubernetes-1.15.0-alpha.1,github.com/go-openapi/jsonpointer-v0.19.0
kubernetes-1.15.0-alpha.1,github.com/docker/distribution-v0.0.0-20170726174610-edc3ab29cdff
kubernetes-1.15.0-alpha.1,github.com/grpc-ecosystem/go-grpc-prometheus-v0.0.0-20170330212424-2500245aa611
kubernetes-1.15.0-alpha.1,golang.org/x/net-v0.0.0-20190206173232-65e2d4e15006
kubernetes-1.15.0-alpha.1,cloud.google.com/go-v0.0.0-20160913182117-3b1ae45394a2
kubernetes-1.15.0-alpha.1,github.com/shurcooL/sanitized_anchor_name-v0.0.0-20151028001915-10ef21a441db
kubernetes-1.15.0-alpha.1,github.com/docker/spdystream-v0.0.0-20160310174837-449fdfce4d96
kubernetes-1.15.0-alpha.1,github.com/pkg/errors-v0.8.0
kubernetes-1.15.0-alpha.1,github.com/mvdan/xurls-v0.0.0-20160110113200-1b768d7c393a
kubernetes-1.15.0-alpha.1,github.com/chai2010/gettext-go-v0.0.0-20160711120539-c6fed771bfd5
kubernetes-1.15.0-alpha.1,k8s.io/component-base-v0.0.0
kubernetes-1.15.0-alpha.1,gopkg.in/warnings.v0-v0.1.1
kubernetes-1.15.0-alpha.1,github.com/Azure/go-autorest-v11.1.0
kubernetes-1.15.0-alpha.1,github.com/mitchellh/mapstructure-v1.1.2
kubernetes-1.15.0-alpha.1,github.com/jonboulle/clockwork-v0.0.0-20141017032234-72f9bd7c4e0c
kubernetes-1.15.0-alpha.1,github.com/google/btree-v0.0.0-20160524151835-7d79101e329e
kubernetes-1.15.0-alpha.1,github.com/armon/circbuf-v0.0.0-20150827004946-bbbad097214e
kubernetes-1.15.0-alpha.1,k8s.io/klog-v0.0.0-20190306015804-8e90cee79f82
kubernetes-1.15.0-alpha.1,github.com/xanzy/go-cloudstack-v0.0.0-20160728180336-1e2cbf647e57
kubernetes-1.15.0-alpha.1,github.com/coreos/go-oidc-v0.0.0-20180117170138-065b426bd416
kubernetes-1.15.0-alpha.1,k8s.io/kube-openapi-v0.0.0-20190228160746-b3a7cee44a30
kubernetes-1.15.0-alpha.1,sigs.k8s.io/kustomize-v2.0.3
kubernetes-1.15.0-alpha.1,github.com/opencontainers/go-digest-v0.0.0-20170106003457-a6d0ee40d420
kubernetes-1.15.0-alpha.1,github.com/miekg/dns-v0.0.0-20160614162101-5d001d020961
kubernetes-1.15.0-alpha.1,github.com/grpc-ecosystem/grpc-gateway-v1.3.0
kubernetes-1.15.0-alpha.1,github.com/spf13/jwalterweatherman-v0.0.0-20160311093646-33c24e77fb80
kubernetes-1.15.0-alpha.1,github.com/syndtr/gocapability-v0.0.0-20160928074757-e7cb7fa329f4
kubernetes-1.15.0-alpha.1,github.com/coreos/go-systemd-v0.0.0-20180511133405-39ca1b05acc7
kubernetes-1.15.0-alpha.1,github.com/codedellemc/goscaleio-v0.0.0-20170830184815-20e2ce2cf885
kubernetes-1.15.0-alpha.1,go.uber.org/zap-v0.0.0-20180814183419-67bc79d13d15
kubernetes-1.15.0-alpha.1,github.com/google/certificate-transparency-go-v1.0.21
kubernetes-1.15.0-alpha.1,k8s.io/apiextensions-apiserver-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/gregjones/httpcache-v0.0.0-20170728041850-787624de3eb7
kubernetes-1.15.0-alpha.1,github.com/opencontainers/image-spec-v0.0.0-20170604055404-372ad780f634
kubernetes-1.15.0-alpha.1,github.com/peterbourgon/diskv-v2.0.1
kubernetes-1.15.0-alpha.1,github.com/grpc-ecosystem/go-grpc-middleware-v0.0.0-20190222133341-cfaf5686ec79
kubernetes-1.15.0-alpha.1,github.com/gogo/protobuf-v0.0.0-20171007142547-342cbe0a0415
kubernetes-1.15.0-alpha.1,github.com/tmc/grpc-websocket-proxy-v0.0.0-20170815181823-89b8d40f7ca8
kubernetes-1.15.0-alpha.1,github.com/NYTimes/gziphandler-v0.0.0-20170623195520-56545f4a5d46
kubernetes-1.15.0-alpha.1,github.com/libopenstorage/openstorage-v0.0.0-20170906232338-093a0c388875
kubernetes-1.15.0-alpha.1,github.com/docker/docker-v0.7.3-0.20190327010347-be7ac8be2ae0
kubernetes-1.15.0-alpha.1,github.com/rubiojr/go-vhd-v0.0.0-20160810183302-0bfd3b39853c
kubernetes-1.15.0-alpha.1,github.com/sigma/go-inotify-v0.0.0-20181102212354-c87b6cf5033d
kubernetes-1.15.0-alpha.1,k8s.io/client-go-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/liggitt/tabwriter-v0.0.0-20181228230101-89fcab3d43de
kubernetes-1.15.0-alpha.1,k8s.io/heapster-v1.2.0-beta.1
kubernetes-1.15.0-alpha.1,github.com/spf13/cast-v0.0.0-20160730092037-e31f36ffc91a
kubernetes-1.15.0-alpha.1,k8s.io/utils-v0.0.0-20190221042446-c2654d5206da
kubernetes-1.15.0-alpha.1,github.com/docker/libnetwork-v0.0.0-20180830151422-a9cd636e3789
kubernetes-1.15.0-alpha.1,github.com/pmezard/go-difflib-v1.0.0
kubernetes-1.15.0-alpha.1,github.com/coreos/pkg-v0.0.0-20180108230652-97fdf19511ea
kubernetes-1.15.0-alpha.1,k8s.io/kube-scheduler-v0.0.0
kubernetes-1.15.0-alpha.1,github.com/xiang90/probing-v0.0.0-20160813154853-07dd2e8dfe18
