dependencyName-Version,dependencyName,dependencyVersion,SPDXID
golang.org/x/crypto-v0.0.0-20190820162420-60c769a6c586,golang.org/x/crypto,v0.0.0-20190820162420-60c769a6c586,"SPDXRef-Package-gomod-golang.org-x-crypto-v0.0.0-20190820162420-60c769a6c586
"
github.com/prometheus/client_golang-v0.9.4,github.com/prometheus/client_golang,v0.9.4,"SPDXRef-Package-gomod-github.com-prometheus-clientC95golang-v0.9.4
"
github.com/mindprince/gonvml-v0.0.0-20190828220739-9ebdce4bb989,github.com/mindprince/gonvml,v0.0.0-20190828220739-9ebdce4bb989,"SPDXRef-Package-gomod-github.com-mindprince-gonvml-v0.0.0-20190828220739-9ebdce4bb989
"
github.com/beorn7/perks-v1.0.0,github.com/beorn7/perks,v1.0.0,"SPDXRef-Package-gomod-github.com-beorn7-perks-v1.0.0
"
github.com/Azure/azure-sdk-for-go-v33.1.0,github.com/Azure/azure-sdk-for-go,v33.1.0,"SPDXRef-Package-gomod-github.com-Azure-azure-sdk-for-go-v33.1.0C43incompatible
"
github.com/prometheus/procfs-v0.0.2,github.com/prometheus/procfs,v0.0.2,"SPDXRef-Package-gomod-github.com-prometheus-procfs-v0.0.2
"
github.com/prometheus/client_model-v0.0.0-20190129233127-fd36f4220a90,github.com/prometheus/client_model,v0.0.0-20190129233127-fd36f4220a90,"SPDXRef-Package-gomod-github.com-prometheus-clientC95model-v0.0.0-20190129233127-fd36f4220a90
"
github.com/prometheus/common-v0.4.1,github.com/prometheus/common,v0.4.1,"SPDXRef-Package-gomod-github.com-prometheus-common-v0.4.1
"
k8s.io/utils-v0.0.0-20190920012459-5008bf6f8cd6,k8s.io/utils,v0.0.0-20190920012459-5008bf6f8cd6,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20190920012459-5008bf6f8cd6
"
github.com/godbus/dbus-v0.0.0-20181101234600-2ff6f7ffd60f,github.com/godbus/dbus,v0.0.0-20181101234600-2ff6f7ffd60f,"SPDXRef-Package-gomod-github.com-godbus-dbus-v0.0.0-20181101234600-2ff6f7ffd60f
"
github.com/syndtr/gocapability-v0.0.0-20180916011248-d98352740cb2,github.com/syndtr/gocapability,v0.0.0-20180916011248-d98352740cb2,"SPDXRef-Package-gomod-github.com-syndtr-gocapability-v0.0.0-20180916011248-d98352740cb2
"
github.com/onsi/gomega-v1.7.0,github.com/onsi/gomega,v1.7.0,"SPDXRef-Package-gomod-github.com-onsi-gomega-v1.7.0
"
github.com/onsi/ginkgo-v1.10.1,github.com/onsi/ginkgo,v1.10.1,"SPDXRef-Package-gomod-github.com-onsi-ginkgo-v1.10.1
"
github.com/opencontainers/runc-v1.0.0-rc9,github.com/opencontainers/runc,v1.0.0-rc9,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.0.0-rc9
"
k8s.io/utils-v0.0.0-20191010214722-8d271d903fe4,k8s.io/utils,v0.0.0-20191010214722-8d271d903fe4,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20191010214722-8d271d903fe4
"
github.com/coreos/go-systemd-v0.0.0-20190321100706-95778dfbb74e,github.com/coreos/go-systemd,v0.0.0-20190321100706-95778dfbb74e,"SPDXRef-Package-gomod-github.com-coreos-go-systemd-v0.0.0-20190321100706-95778dfbb74e
"
github.com/munnerz/goautoneg-v0.0.0-20191010083416-a7dc8b61c822,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,"SPDXRef-Package-gomod-github.com-munnerz-goautoneg-v0.0.0-20191010083416-a7dc8b61c822
"
github.com/opencontainers/selinux-v1.3.1-0.20190929122143-5215b1806f52,github.com/opencontainers/selinux,v1.3.1-0.20190929122143-5215b1806f52,"SPDXRef-Package-gomod-github.com-opencontainers-selinux-v1.3.1-0.20190929122143-5215b1806f52
"
github.com/mrunalp/fileutils-v0.0.0-20171103030105-7d4729fb3618,github.com/mrunalp/fileutils,v0.0.0-20171103030105-7d4729fb3618,"SPDXRef-Package-gomod-github.com-mrunalp-fileutils-v0.0.0-20171103030105-7d4729fb3618
"
github.com/soheilhy/cmux-v0.1.4,github.com/soheilhy/cmux,v0.1.4,"SPDXRef-Package-gomod-github.com-soheilhy-cmux-v0.1.4
"
github.com/xiang90/probing-v0.0.0-20190116061207-43a291ad63a2,github.com/xiang90/probing,v0.0.0-20190116061207-43a291ad63a2,"SPDXRef-Package-gomod-github.com-xiang90-probing-v0.0.0-20190116061207-43a291ad63a2
"
github.com/grpc-ecosystem/go-grpc-middleware-v1.0.1-0.20190118093823-f849b5445de4,github.com/grpc-ecosystem/go-grpc-middleware,v1.0.1-0.20190118093823-f849b5445de4,"SPDXRef-Package-gomod-github.com-grpc-ecosystem-go-grpc-middleware-v1.0.1-0.20190118093823-f849b5445de4
"
google.golang.org/grpc-v1.23.1,google.golang.org/grpc,v1.23.1,"SPDXRef-Package-gomod-google.golang.org-grpc-v1.23.1
"
github.com/golang/protobuf-v1.3.2,github.com/golang/protobuf,v1.3.2,"SPDXRef-Package-gomod-github.com-golang-protobuf-v1.3.2
"
go.uber.org/multierr-v1.1.0,go.uber.org/multierr,v1.1.0,"SPDXRef-Package-gomod-go.uber.org-multierr-v1.1.0
"
golang.org/x/net-v0.0.0-20190813141303-74dc4d7220e7,golang.org/x/net,v0.0.0-20190813141303-74dc4d7220e7,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20190813141303-74dc4d7220e7
"
github.com/prometheus/client_golang-v1.0.0,github.com/prometheus/client_golang,v1.0.0,"SPDXRef-Package-gomod-github.com-prometheus-clientC95golang-v1.0.0
"
github.com/dustin/go-humanize-v1.0.0,github.com/dustin/go-humanize,v1.0.0,"SPDXRef-Package-gomod-github.com-dustin-go-humanize-v1.0.0
"
github.com/grpc-ecosystem/grpc-gateway-v1.9.5,github.com/grpc-ecosystem/grpc-gateway,v1.9.5,"SPDXRef-Package-gomod-github.com-grpc-ecosystem-grpc-gateway-v1.9.5
"
k8s.io/utils-v0.0.0-20191030222137-2b95a09bc58d,k8s.io/utils,v0.0.0-20191030222137-2b95a09bc58d,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20191030222137-2b95a09bc58d
"
github.com/ghodss/yaml-v1.0.0,github.com/ghodss/yaml,v1.0.0,"SPDXRef-Package-gomod-github.com-ghodss-yaml-v1.0.0
"
go.etcd.io/bbolt-v1.3.3,go.etcd.io/bbolt,v1.3.3,"SPDXRef-Package-gomod-go.etcd.io-bbolt-v1.3.3
"
golang.org/x/sys-v0.0.0-20190826190057-c7b8b68b1456,golang.org/x/sys,v0.0.0-20190826190057-c7b8b68b1456,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20190826190057-c7b8b68b1456
"
github.com/Azure/azure-sdk-for-go-v35.0.0,github.com/Azure/azure-sdk-for-go,v35.0.0,"SPDXRef-Package-gomod-github.com-Azure-azure-sdk-for-go-v35.0.0C43incompatible
"
github.com/google/btree-v1.0.0,github.com/google/btree,v1.0.0,"SPDXRef-Package-gomod-github.com-google-btree-v1.0.0
"
go.uber.org/atomic-v1.3.2,go.uber.org/atomic,v1.3.2,"SPDXRef-Package-gomod-go.uber.org-atomic-v1.3.2
"
go.etcd.io/etcd-v0.0.0-20191023171146-3cf2f69b5738,go.etcd.io/etcd,v0.0.0-20191023171146-3cf2f69b5738,"SPDXRef-Package-gomod-go.etcd.io-etcd-v0.0.0-20191023171146-3cf2f69b5738
"
go.uber.org/zap-v1.10.0,go.uber.org/zap,v1.10.0,"SPDXRef-Package-gomod-go.uber.org-zap-v1.10.0
"
github.com/go-openapi/analysis-v0.19.5,github.com/go-openapi/analysis,v0.19.5,"SPDXRef-Package-gomod-github.com-go-openapi-analysis-v0.19.5
"
github.com/container-storage-interface/spec-v1.2.0,github.com/container-storage-interface/spec,v1.2.0,"SPDXRef-Package-gomod-github.com-container-storage-interface-spec-v1.2.0
"
github.com/go-openapi/spec-v0.19.3,github.com/go-openapi/spec,v0.19.3,"SPDXRef-Package-gomod-github.com-go-openapi-spec-v0.19.3
"
github.com/go-stack/stack-v1.8.0,github.com/go-stack/stack,v1.8.0,"SPDXRef-Package-gomod-github.com-go-stack-stack-v1.8.0
"
github.com/coredns/corefile-migration-v1.0.4,github.com/coredns/corefile-migration,v1.0.4,"SPDXRef-Package-gomod-github.com-coredns-corefile-migration-v1.0.4
"
github.com/docker/go-units-v0.4.0,github.com/docker/go-units,v0.4.0,"SPDXRef-Package-gomod-github.com-docker-go-units-v0.4.0
"
github.com/vishvananda/netlink-v1.0.0,github.com/vishvananda/netlink,v1.0.0,"SPDXRef-Package-gomod-github.com-vishvananda-netlink-v1.0.0
"
github.com/go-openapi/runtime-v0.19.4,github.com/go-openapi/runtime,v0.19.4,"SPDXRef-Package-gomod-github.com-go-openapi-runtime-v0.19.4
"
github.com/stretchr/testify-v1.4.0,github.com/stretchr/testify,v1.4.0,"SPDXRef-Package-gomod-github.com-stretchr-testify-v1.4.0
"
github.com/go-openapi/strfmt-v0.19.3,github.com/go-openapi/strfmt,v0.19.3,"SPDXRef-Package-gomod-github.com-go-openapi-strfmt-v0.19.3
"
github.com/docker/libnetwork-v0.8.0-dev.2.0.20190624125649-f0e46a78ea34,github.com/docker/libnetwork,v0.8.0-dev.2.0.20190624125649-f0e46a78ea34,"SPDXRef-Package-gomod-github.com-docker-libnetwork-v0.8.0-dev.2.0.20190624125649-f0e46a78ea34
"
github.com/go-openapi/jsonreference-v0.19.3,github.com/go-openapi/jsonreference,v0.19.3,"SPDXRef-Package-gomod-github.com-go-openapi-jsonreference-v0.19.3
"
sigs.k8s.io/structured-merge-diff-v1.0.1-0.20191108220359-b1b620dd3f06,sigs.k8s.io/structured-merge-diff,v1.0.1-0.20191108220359-b1b620dd3f06,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v1.0.1-0.20191108220359-b1b620dd3f06
"
k8s.io/system-validators-v1.0.4,k8s.io/system-validators,v1.0.4,"SPDXRef-Package-gomod-k8s.io-system-validators-v1.0.4
"
k8s.io/utils-v0.0.0-20191114184206-e782cd3c129f,k8s.io/utils,v0.0.0-20191114184206-e782cd3c129f,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20191114184206-e782cd3c129f
"
github.com/google/cadvisor-v0.35.0,github.com/google/cadvisor,v0.35.0,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.35.0
"
github.com/vmware/govmomi-v0.20.3,github.com/vmware/govmomi,v0.20.3,"SPDXRef-Package-gomod-github.com-vmware-govmomi-v0.20.3
"
github.com/json-iterator/go-v1.1.8,github.com/json-iterator/go,v1.1.8,"SPDXRef-Package-gomod-github.com-json-iterator-go-v1.1.8
"
go.mongodb.org/mongo-driver-v1.1.2,go.mongodb.org/mongo-driver,v1.1.2,"SPDXRef-Package-gomod-go.mongodb.org-mongo-driver-v1.1.2
"
k8s.io/kube-openapi-v0.0.0-20191107075043-30be4d16710a,k8s.io/kube-openapi,v0.0.0-20191107075043-30be4d16710a,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20191107075043-30be4d16710a
"
github.com/go-openapi/validate-v0.19.5,github.com/go-openapi/validate,v0.19.5,"SPDXRef-Package-gomod-github.com-go-openapi-validate-v0.19.5
"
github.com/go-openapi/loads-v0.19.4,github.com/go-openapi/loads,v0.19.4,"SPDXRef-Package-gomod-github.com-go-openapi-loads-v0.19.4
"
github.com/mailru/easyjson-v0.7.0,github.com/mailru/easyjson,v0.7.0,"SPDXRef-Package-gomod-github.com-mailru-easyjson-v0.7.0
"
k8s.io/kube-openapi-v0.0.0-20200410145947-bcb3869e6f29,k8s.io/kube-openapi,v0.0.0-20200410145947-bcb3869e6f29,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20200410145947-bcb3869e6f29
"
sigs.k8s.io/structured-merge-diff/v2-v2.0.1,sigs.k8s.io/structured-merge-diff/v2,v2.0.1,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v2-v2.0.1
"
k8s.io/kube-openapi-v0.0.0-20200316234421-82d701f24f9d,k8s.io/kube-openapi,v0.0.0-20200316234421-82d701f24f9d,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20200316234421-82d701f24f9d
"
golang.org/x/sync-v0.0.0-20190911185100-cd5d95a43a6e,golang.org/x/sync,v0.0.0-20190911185100-cd5d95a43a6e,"SPDXRef-Package-gomod-golang.org-x-sync-v0.0.0-20190911185100-cd5d95a43a6e
"
k8s.io/kube-openapi-v0.0.0-20200121204235-bf4fb3bd569c,k8s.io/kube-openapi,v0.0.0-20200121204235-bf4fb3bd569c,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20200121204235-bf4fb3bd569c
"
google.golang.org/genproto-v0.0.0-20190819201941-24fa4b261c55,google.golang.org/genproto,v0.0.0-20190819201941-24fa4b261c55,"SPDXRef-Package-gomod-google.golang.org-genproto-v0.0.0-20190819201941-24fa4b261c55
"
golang.org/x/sys-v0.0.0-20191022100944-742c48ecaeb7,golang.org/x/sys,v0.0.0-20191022100944-742c48ecaeb7,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20191022100944-742c48ecaeb7
"
github.com/morikuni/aec-v1.0.0,github.com/morikuni/aec,v1.0.0,"SPDXRef-Package-gomod-github.com-morikuni-aec-v1.0.0
"
github.com/google/gofuzz-v1.1.0,github.com/google/gofuzz,v1.1.0,"SPDXRef-Package-gomod-github.com-google-gofuzz-v1.1.0
"
k8s.io/utils-v0.0.0-20200117235808-5f6fbceb4c31,k8s.io/utils,v0.0.0-20200117235808-5f6fbceb4c31,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20200117235808-5f6fbceb4c31
"
github.com/googleapis/gnostic-v0.1.0,github.com/googleapis/gnostic,v0.1.0,"SPDXRef-Package-gomod-github.com-googleapis-gnostic-v0.1.0
"
sigs.k8s.io/yaml-v1.2.0,sigs.k8s.io/yaml,v1.2.0,"SPDXRef-Package-gomod-sigs.k8s.io-yaml-v1.2.0
"
github.com/prometheus/client_model-v0.2.0,github.com/prometheus/client_model,v0.2.0,"SPDXRef-Package-gomod-github.com-prometheus-clientC95model-v0.2.0
"
github.com/checkpoint-restore/go-criu-v0.0.0-20181120144056-17b0214f6c48,github.com/checkpoint-restore/go-criu,v0.0.0-20181120144056-17b0214f6c48,"SPDXRef-Package-gomod-github.com-checkpoint-restore-go-criu-v0.0.0-20181120144056-17b0214f6c48
"
google.golang.org/grpc-v1.26.0,google.golang.org/grpc,v1.26.0,"SPDXRef-Package-gomod-google.golang.org-grpc-v1.26.0
"
gonum.org/v1/gonum-v0.6.2,gonum.org/v1/gonum,v0.6.2,"SPDXRef-Package-gomod-gonum.org-v1-gonum-v0.6.2
"
github.com/gogo/protobuf-v1.3.1,github.com/gogo/protobuf,v1.3.1,"SPDXRef-Package-gomod-github.com-gogo-protobuf-v1.3.1
"
github.com/elazarl/goproxy-v0.0.0-20180725130230-947c36da3153,github.com/elazarl/goproxy,v0.0.0-20180725130230-947c36da3153,"SPDXRef-Package-gomod-github.com-elazarl-goproxy-v0.0.0-20180725130230-947c36da3153
"
github.com/onsi/ginkgo-v1.11.0,github.com/onsi/ginkgo,v1.11.0,"SPDXRef-Package-gomod-github.com-onsi-ginkgo-v1.11.0
"
sigs.k8s.io/structured-merge-diff/v3-v3.0.0-20200207200219-5e70324e7c1c,sigs.k8s.io/structured-merge-diff/v3,v3.0.0-20200207200219-5e70324e7c1c,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v3-v3.0.0-20200207200219-5e70324e7c1c
"
github.com/opencontainers/runc-v1.0.0-rc10,github.com/opencontainers/runc,v1.0.0-rc10,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.0.0-rc10
"
github.com/cilium/ebpf-v0.0.0-20191025125908-95b36a581eed,github.com/cilium/ebpf,v0.0.0-20191025125908-95b36a581eed,"SPDXRef-Package-gomod-github.com-cilium-ebpf-v0.0.0-20191025125908-95b36a581eed
"
github.com/docker/libnetwork-v0.8.0-dev.2.0.20190925143933-c8a5fca4a652,github.com/docker/libnetwork,v0.8.0-dev.2.0.20190925143933-c8a5fca4a652,"SPDXRef-Package-gomod-github.com-docker-libnetwork-v0.8.0-dev.2.0.20190925143933-c8a5fca4a652
"
github.com/aws/aws-sdk-go-v1.28.2,github.com/aws/aws-sdk-go,v1.28.2,"SPDXRef-Package-gomod-github.com-aws-aws-sdk-go-v1.28.2
"
github.com/golang/mock-v1.3.1,github.com/golang/mock,v1.3.1,"SPDXRef-Package-gomod-github.com-golang-mock-v1.3.1
"
github.com/Azure/go-autorest/autorest/mocks-v0.2.0,github.com/Azure/go-autorest/autorest/mocks,v0.2.0,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-mocks-v0.2.0
"
k8s.io/utils-v0.0.0-20191217005138-9e5e9d854fcc,k8s.io/utils,v0.0.0-20191217005138-9e5e9d854fcc,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20191217005138-9e5e9d854fcc
"
sigs.k8s.io/structured-merge-diff/v3-v3.0.0-20200121225636-0fb62c1057dd,sigs.k8s.io/structured-merge-diff/v3,v3.0.0-20200121225636-0fb62c1057dd,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v3-v3.0.0-20200121225636-0fb62c1057dd
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.5,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.5,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.5
"
github.com/coredns/corefile-migration-v1.0.6,github.com/coredns/corefile-migration,v1.0.6,"SPDXRef-Package-gomod-github.com-coredns-corefile-migration-v1.0.6
"
gopkg.in/yaml.v2-v2.2.7,gopkg.in/yaml.v2,v2.2.7,"SPDXRef-Package-gomod-gopkg.in-yaml.v2-v2.2.7
"
github.com/prometheus/client_model-v0.0.0-20190812154241-14fe0d1b01d4,github.com/prometheus/client_model,v0.0.0-20190812154241-14fe0d1b01d4,"SPDXRef-Package-gomod-github.com-prometheus-clientC95model-v0.0.0-20190812154241-14fe0d1b01d4
"
k8s.io/utils-v0.0.0-20200324210504-a9aa75ae1b89,k8s.io/utils,v0.0.0-20200324210504-a9aa75ae1b89,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20200324210504-a9aa75ae1b89
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.7,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.7,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.7
"
sigs.k8s.io/structured-merge-diff/v3-v3.0.0,sigs.k8s.io/structured-merge-diff/v3,v3.0.0,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v3-v3.0.0
"
k8s.io/utils-v0.0.0-20200229041039-0a110f9eb7ab,k8s.io/utils,v0.0.0-20200229041039-0a110f9eb7ab,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20200229041039-0a110f9eb7ab
"
k8s.io/kube-openapi-v0.0.0-20200410145947-61e04a5be9a6,k8s.io/kube-openapi,v0.0.0-20200410145947-61e04a5be9a6,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20200410145947-61e04a5be9a6
"
golang.org/x/text-v0.3.3,golang.org/x/text,v0.3.3,"SPDXRef-Package-gomod-golang.org-x-text-v0.3.3
"
sigs.k8s.io/structured-merge-diff/v3-v3.0.1,sigs.k8s.io/structured-merge-diff/v3,v3.0.1,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v3-v3.0.1
"
golang.org/x/tools-v0.0.0-20210106214847-113979e3529a,golang.org/x/tools,v0.0.0-20210106214847-113979e3529a,"SPDXRef-Package-gomod-golang.org-x-tools-v0.0.0-20210106214847-113979e3529a
"
github.com/gogo/protobuf-v1.3.2,github.com/gogo/protobuf,v1.3.2,"SPDXRef-Package-gomod-github.com-gogo-protobuf-v1.3.2
"
golang.org/x/net-v0.0.0-20201110031124-69a78807bb2b,golang.org/x/net,v0.0.0-20201110031124-69a78807bb2b,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20201110031124-69a78807bb2b
"
golang.org/x/crypto-v0.0.0-20200622213623-75b288015ac9,golang.org/x/crypto,v0.0.0-20200622213623-75b288015ac9,"SPDXRef-Package-gomod-golang.org-x-crypto-v0.0.0-20200622213623-75b288015ac9
"
golang.org/x/sys-v0.0.0-20201112073958-5cba982894dd,golang.org/x/sys,v0.0.0-20201112073958-5cba982894dd,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20201112073958-5cba982894dd
"
github.com/containerd/containerd-v1.3.3,github.com/containerd/containerd,v1.3.3,"SPDXRef-Package-gomod-github.com-containerd-containerd-v1.3.3
"
github.com/ishidawataru/sctp-v0.0.0-20190723014705-7c296d48a2b5,github.com/ishidawataru/sctp,v0.0.0-20190723014705-7c296d48a2b5,"SPDXRef-Package-gomod-github.com-ishidawataru-sctp-v0.0.0-20190723014705-7c296d48a2b5
"
github.com/vishvananda/netlink-v1.1.0,github.com/vishvananda/netlink,v1.1.0,"SPDXRef-Package-gomod-github.com-vishvananda-netlink-v1.1.0
"
github.com/opencontainers/selinux-v1.3.3,github.com/opencontainers/selinux,v1.3.3,"SPDXRef-Package-gomod-github.com-opencontainers-selinux-v1.3.3
"
github.com/Azure/go-autorest/autorest/adal-v0.8.2,github.com/Azure/go-autorest/autorest/adal,v0.8.2,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-adal-v0.8.2
"
github.com/Azure/azure-sdk-for-go-v40.2.0,github.com/Azure/azure-sdk-for-go,v40.2.0,"SPDXRef-Package-gomod-github.com-Azure-azure-sdk-for-go-v40.2.0C43incompatible
"
golang.org/x/net-v0.0.0-20200324143707-d3edc9973b7e,golang.org/x/net,v0.0.0-20200324143707-d3edc9973b7e,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20200324143707-d3edc9973b7e
"
k8s.io/system-validators-v1.1.2,k8s.io/system-validators,v1.1.2,"SPDXRef-Package-gomod-k8s.io-system-validators-v1.1.2
"
github.com/containerd/ttrpc-v1.0.0,github.com/containerd/ttrpc,v1.0.0,"SPDXRef-Package-gomod-github.com-containerd-ttrpc-v1.0.0
"
github.com/Azure/go-autorest/autorest/mocks-v0.3.0,github.com/Azure/go-autorest/autorest/mocks,v0.3.0,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-mocks-v0.3.0
"
github.com/vishvananda/netns-v0.0.0-20191106174202-0a2b9b5464df,github.com/vishvananda/netns,v0.0.0-20191106174202-0a2b9b5464df,"SPDXRef-Package-gomod-github.com-vishvananda-netns-v0.0.0-20191106174202-0a2b9b5464df
"
github.com/opencontainers/runtime-spec-v1.0.1,github.com/opencontainers/runtime-spec,v1.0.1,"SPDXRef-Package-gomod-github.com-opencontainers-runtime-spec-v1.0.1
"
k8s.io/kube-openapi-v0.0.0-20200403204345-e1beb1bd0f35,k8s.io/kube-openapi,v0.0.0-20200403204345-e1beb1bd0f35,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20200403204345-e1beb1bd0f35
"
github.com/Azure/go-autorest/autorest/date-v0.2.0,github.com/Azure/go-autorest/autorest/date,v0.2.0,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-date-v0.2.0
"
github.com/godbus/dbus-v0.0.0-20190422162347-ade71ed3457e,github.com/godbus/dbus,v0.0.0-20190422162347-ade71ed3457e,"SPDXRef-Package-gomod-github.com-godbus-dbus-v0.0.0-20190422162347-ade71ed3457e
"
github.com/matttproud/golang_protobuf_extensions-v1.0.2-0.20181231171920-c182affec369,github.com/matttproud/golang_protobuf_extensions,v1.0.2-0.20181231171920-c182affec369,"SPDXRef-Package-gomod-github.com-matttproud-golangC95protobufC95extensions-v1.0.2-0.20181231171920-c182affec369
"
google.golang.org/genproto-v0.0.0-20191230161307-f3c370f40bfb,google.golang.org/genproto,v0.0.0-20191230161307-f3c370f40bfb,"SPDXRef-Package-gomod-google.golang.org-genproto-v0.0.0-20191230161307-f3c370f40bfb
"
github.com/containerd/console-v1.0.0,github.com/containerd/console,v1.0.0,"SPDXRef-Package-gomod-github.com-containerd-console-v1.0.0
"
github.com/golang/protobuf-v1.3.3,github.com/golang/protobuf,v1.3.3,"SPDXRef-Package-gomod-github.com-golang-protobuf-v1.3.3
"
github.com/moby/term-v0.0.0-20200312100748-672ec06f55cd,github.com/moby/term,v0.0.0-20200312100748-672ec06f55cd,"SPDXRef-Package-gomod-github.com-moby-term-v0.0.0-20200312100748-672ec06f55cd
"
github.com/moby/ipvs-v1.0.0,github.com/moby/ipvs,v1.0.0,"SPDXRef-Package-gomod-github.com-moby-ipvs-v1.0.0
"
github.com/googleapis/gnostic-v0.4.1,github.com/googleapis/gnostic,v0.4.1,"SPDXRef-Package-gomod-github.com-googleapis-gnostic-v0.4.1
"
github.com/google/go-cmp-v0.4.0,github.com/google/go-cmp,v0.4.0,"SPDXRef-Package-gomod-github.com-google-go-cmp-v0.4.0
"
github.com/prometheus/procfs-v0.0.5,github.com/prometheus/procfs,v0.0.5,"SPDXRef-Package-gomod-github.com-prometheus-procfs-v0.0.5
"
github.com/fsnotify/fsnotify-v1.4.9,github.com/fsnotify/fsnotify,v1.4.9,"SPDXRef-Package-gomod-github.com-fsnotify-fsnotify-v1.4.9
"
golang.org/x/time-v0.0.0-20191024005414-555d28b269f0,golang.org/x/time,v0.0.0-20191024005414-555d28b269f0,"SPDXRef-Package-gomod-golang.org-x-time-v0.0.0-20191024005414-555d28b269f0
"
github.com/pkg/errors-v0.9.1,github.com/pkg/errors,v0.9.1,"SPDXRef-Package-gomod-github.com-pkg-errors-v0.9.1
"
golang.org/x/sys-v0.0.0-20200323222414-85ca7c5b95cd,golang.org/x/sys,v0.0.0-20200323222414-85ca7c5b95cd,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20200323222414-85ca7c5b95cd
"
github.com/google/cadvisor-v0.36.1-0.20200323171535-8af10c683a96,github.com/google/cadvisor,v0.36.1-0.20200323171535-8af10c683a96,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.36.1-0.20200323171535-8af10c683a96
"
github.com/Azure/go-autorest/autorest-v0.9.6,github.com/Azure/go-autorest/autorest,v0.9.6,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-v0.9.6
"
github.com/docker/docker-v1.4.2-0.20200309214505-aa6a9891b09c,github.com/docker/docker,v1.4.2-0.20200309214505-aa6a9891b09c,"SPDXRef-Package-gomod-github.com-docker-docker-v1.4.2-0.20200309214505-aa6a9891b09c
"
github.com/mistifyio/go-zfs-v2.1.2-0.20190413222219-f784269be439,github.com/mistifyio/go-zfs,v2.1.2-0.20190413222219-f784269be439,"SPDXRef-Package-gomod-github.com-mistifyio-go-zfs-v2.1.2-0.20190413222219-f784269be439C43incompatible
"
go.etcd.io/etcd-v0.5.0-alpha.5.0.20200401174654-e694b7bb0875,go.etcd.io/etcd,v0.5.0-alpha.5.0.20200401174654-e694b7bb0875,"SPDXRef-Package-gomod-go.etcd.io-etcd-v0.5.0-alpha.5.0.20200401174654-e694b7bb0875
"
github.com/cilium/ebpf-v0.0.0-20191113100448-d9fb101ca1fb,github.com/cilium/ebpf,v0.0.0-20191113100448-d9fb101ca1fb,"SPDXRef-Package-gomod-github.com-cilium-ebpf-v0.0.0-20191113100448-d9fb101ca1fb
"
golang.org/x/sys-v0.0.0-20200302150141-5c8b2ff67527,golang.org/x/sys,v0.0.0-20200302150141-5c8b2ff67527,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20200302150141-5c8b2ff67527
"
