dependencyName-Version,dependencyName,dependencyVersion,SPDXID
k8s.io/pod-security-admission-v0.0.0,k8s.io/pod-security-admission,v0.0.0,"SPDXRef-Package-gomod-k8s.io-pod-security-admission-v0.0.0
"
github.com/form3tech-oss/jwt-go-v3.2.3,github.com/form3tech-oss/jwt-go,v3.2.3,"SPDXRef-Package-gomod-github.com-form3tech-oss-jwt-go-v3.2.3C43incompatible
"
github.com/josharian/intern-v1.0.0,github.com/josharian/intern,v1.0.0,"SPDXRef-Package-gomod-github.com-josharian-intern-v1.0.0
"
github.com/heketi/heketi-v10.3.0,github.com/heketi/heketi,v10.3.0,"SPDXRef-Package-gomod-github.com-heketi-heketi-v10.3.0C43incompatible
"
golang.org/x/sys-v0.0.0-20210616094352-59db8d763f22,golang.org/x/sys,v0.0.0-20210616094352-59db8d763f22,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20210616094352-59db8d763f22
"
github.com/prometheus/procfs-v0.6.0,github.com/prometheus/procfs,v0.6.0,"SPDXRef-Package-gomod-github.com-prometheus-procfs-v0.6.0
"
go.uber.org/zap-v1.17.0,go.uber.org/zap,v1.17.0,"SPDXRef-Package-gomod-go.uber.org-zap-v1.17.0
"
google.golang.org/genproto-v0.0.0-20210602131652-f16073e35f0c,google.golang.org/genproto,v0.0.0-20210602131652-f16073e35f0c,"SPDXRef-Package-gomod-google.golang.org-genproto-v0.0.0-20210602131652-f16073e35f0c
"
github.com/golang/protobuf-v1.5.2,github.com/golang/protobuf,v1.5.2,"SPDXRef-Package-gomod-github.com-golang-protobuf-v1.5.2
"
github.com/grpc-ecosystem/grpc-gateway-v1.16.0,github.com/grpc-ecosystem/grpc-gateway,v1.16.0,"SPDXRef-Package-gomod-github.com-grpc-ecosystem-grpc-gateway-v1.16.0
"
github.com/prometheus/client_golang-v1.11.0,github.com/prometheus/client_golang,v1.11.0,"SPDXRef-Package-gomod-github.com-prometheus-clientC95golang-v1.11.0
"
golang.org/x/mod-v0.4.2,golang.org/x/mod,v0.4.2,"SPDXRef-Package-gomod-golang.org-x-mod-v0.4.2
"
github.com/container-storage-interface/spec-v1.5.0,github.com/container-storage-interface/spec,v1.5.0,"SPDXRef-Package-gomod-github.com-container-storage-interface-spec-v1.5.0
"
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp-v0.20.0,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.20.0,"SPDXRef-Package-gomod-go.opentelemetry.io-contrib-instrumentation-net-http-otelhttp-v0.20.0
"
github.com/coredns/corefile-migration-v1.0.12,github.com/coredns/corefile-migration,v1.0.12,"SPDXRef-Package-gomod-github.com-coredns-corefile-migration-v1.0.12
"
go.etcd.io/etcd/client/v2-v2.305.0,go.etcd.io/etcd/client/v2,v2.305.0,"SPDXRef-Package-gomod-go.etcd.io-etcd-client-v2-v2.305.0
"
go.opentelemetry.io/otel/exporters/otlp-v0.20.0,go.opentelemetry.io/otel/exporters/otlp,v0.20.0,"SPDXRef-Package-gomod-go.opentelemetry.io-otel-exporters-otlp-v0.20.0
"
go.uber.org/multierr-v1.6.0,go.uber.org/multierr,v1.6.0,"SPDXRef-Package-gomod-go.uber.org-multierr-v1.6.0
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.20,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.20,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.20
"
golang.org/x/net-v0.0.0-20210405180319-a5a99cb37ef4,golang.org/x/net,v0.0.0-20210405180319-a5a99cb37ef4,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20210405180319-a5a99cb37ef4
"
go.etcd.io/etcd/tests/v3-v3.5.0,go.etcd.io/etcd/tests/v3,v3.5.0,"SPDXRef-Package-gomod-go.etcd.io-etcd-tests-v3-v3.5.0
"
github.com/opencontainers/runc-v1.0.1,github.com/opencontainers/runc,v1.0.1,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.0.1
"
github.com/cilium/ebpf-v0.6.2,github.com/cilium/ebpf,v0.6.2,"SPDXRef-Package-gomod-github.com-cilium-ebpf-v0.6.2
"
github.com/bits-and-blooms/bitset-v1.2.0,github.com/bits-and-blooms/bitset,v1.2.0,"SPDXRef-Package-gomod-github.com-bits-and-blooms-bitset-v1.2.0
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.22,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.22,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.22
"
github.com/sirupsen/logrus-v1.8.1,github.com/sirupsen/logrus,v1.8.1,"SPDXRef-Package-gomod-github.com-sirupsen-logrus-v1.8.1
"
github.com/opencontainers/selinux-v1.8.2,github.com/opencontainers/selinux,v1.8.2,"SPDXRef-Package-gomod-github.com-opencontainers-selinux-v1.8.2
"
golang.org/x/time-v0.0.0-20210723032227-1f47c861a9ac,golang.org/x/time,v0.0.0-20210723032227-1f47c861a9ac,"SPDXRef-Package-gomod-golang.org-x-time-v0.0.0-20210723032227-1f47c861a9ac
"
k8s.io/utils-v0.0.0-20210819203725-bdf08cb9a70a,k8s.io/utils,v0.0.0-20210819203725-bdf08cb9a70a,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20210819203725-bdf08cb9a70a
"
github.com/opencontainers/runc-v1.0.2,github.com/opencontainers/runc,v1.0.2,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.0.2
"
k8s.io/kube-openapi-v0.0.0-20211109043538-20434351676c,k8s.io/kube-openapi,v0.0.0-20211109043538-20434351676c,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20211109043538-20434351676c
"
golang.org/x/net-v0.0.0-20211209124913-491a49abca63,golang.org/x/net,v0.0.0-20211209124913-491a49abca63,"SPDXRef-Package-gomod-golang.org-x-net-v0.0.0-20211209124913-491a49abca63
"
github.com/google/cadvisor-v0.39.3,github.com/google/cadvisor,v0.39.3,"SPDXRef-Package-gomod-github.com-google-cadvisor-v0.39.3
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.27,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.27,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.27
"
k8s.io/utils-v0.0.0-20211116205334-6203023598ed,k8s.io/utils,v0.0.0-20211116205334-6203023598ed,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20211116205334-6203023598ed
"
sigs.k8s.io/structured-merge-diff/v4-v4.2.1,sigs.k8s.io/structured-merge-diff/v4,v4.2.1,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v4-v4.2.1
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.30,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.30,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.30
"
github.com/josharian/intern-v1.0.0,github.com/josharian/intern,v1.0.0,"SPDXRef-Package-gomod-github.com-josharian-intern-v1.0.0
"
github.com/json-iterator/go-v1.1.11,github.com/json-iterator/go,v1.1.11,"SPDXRef-Package-gomod-github.com-json-iterator-go-v1.1.11
"
k8s.io/system-validators-v1.5.0,k8s.io/system-validators,v1.5.0,"SPDXRef-Package-gomod-k8s.io-system-validators-v1.5.0
"
github.com/mitchellh/mapstructure-v1.1.2,github.com/mitchellh/mapstructure,v1.1.2,"SPDXRef-Package-gomod-github.com-mitchellh-mapstructure-v1.1.2
"
gopkg.in/warnings.v0-v0.1.1,gopkg.in/warnings.v0,v0.1.1,"SPDXRef-Package-gomod-gopkg.in-warnings.v0-v0.1.1
"
go.etcd.io/etcd/pkg/v3-v3.5.0,go.etcd.io/etcd/pkg/v3,v3.5.0,"SPDXRef-Package-gomod-go.etcd.io-etcd-pkg-v3-v3.5.0
"
github.com/go-logr/logr-v0.4.0,github.com/go-logr/logr,v0.4.0,"SPDXRef-Package-gomod-github.com-go-logr-logr-v0.4.0
"
k8s.io/kube-scheduler-v0.0.0,k8s.io/kube-scheduler,v0.0.0,"SPDXRef-Package-gomod-k8s.io-kube-scheduler-v0.0.0
"
sigs.k8s.io/structured-merge-diff/v4-v4.2.1,sigs.k8s.io/structured-merge-diff/v4,v4.2.1,"SPDXRef-Package-gomod-sigs.k8s.io-structured-merge-diff-v4-v4.2.1
"
sigs.k8s.io/kustomize/kustomize/v4-v4.2.0,sigs.k8s.io/kustomize/kustomize/v4,v4.2.0,"SPDXRef-Package-gomod-sigs.k8s.io-kustomize-kustomize-v4-v4.2.0
"
github.com/jmespath/go-jmespath-v0.4.0,github.com/jmespath/go-jmespath,v0.4.0,"SPDXRef-Package-gomod-github.com-jmespath-go-jmespath-v0.4.0
"
k8s.io/sample-apiserver-v0.0.0,k8s.io/sample-apiserver,v0.0.0,"SPDXRef-Package-gomod-k8s.io-sample-apiserver-v0.0.0
"
github.com/elazarl/goproxy-v0.0.0-20180725130230-947c36da3153,github.com/elazarl/goproxy,v0.0.0-20180725130230-947c36da3153,"SPDXRef-Package-gomod-github.com-elazarl-goproxy-v0.0.0-20180725130230-947c36da3153
"
github.com/docker/docker-v20.10.2,github.com/docker/docker,v20.10.2,"SPDXRef-Package-gomod-github.com-docker-docker-v20.10.2C43incompatible
"
github.com/googleapis/gax-go/v2-v2.0.5,github.com/googleapis/gax-go/v2,v2.0.5,"SPDXRef-Package-gomod-github.com-googleapis-gax-go-v2-v2.0.5
"
k8s.io/apiextensions-apiserver-v0.0.0,k8s.io/apiextensions-apiserver,v0.0.0,"SPDXRef-Package-gomod-k8s.io-apiextensions-apiserver-v0.0.0
"
github.com/davecgh/go-spew-v1.1.1,github.com/davecgh/go-spew,v1.1.1,"SPDXRef-Package-gomod-github.com-davecgh-go-spew-v1.1.1
"
github.com/dustin/go-humanize-v1.0.0,github.com/dustin/go-humanize,v1.0.0,"SPDXRef-Package-gomod-github.com-dustin-go-humanize-v1.0.0
"
github.com/prometheus/client_model-v0.2.0,github.com/prometheus/client_model,v0.2.0,"SPDXRef-Package-gomod-github.com-prometheus-clientC95model-v0.2.0
"
github.com/opencontainers/runc-v1.0.2,github.com/opencontainers/runc,v1.0.2,"SPDXRef-Package-gomod-github.com-opencontainers-runc-v1.0.2
"
github.com/russross/blackfriday-v1.5.2,github.com/russross/blackfriday,v1.5.2,"SPDXRef-Package-gomod-github.com-russross-blackfriday-v1.5.2
"
github.com/opencontainers/go-digest-v1.0.0,github.com/opencontainers/go-digest,v1.0.0,"SPDXRef-Package-gomod-github.com-opencontainers-go-digest-v1.0.0
"
google.golang.org/api-v0.20.0,google.golang.org/api,v0.20.0,"SPDXRef-Package-gomod-google.golang.org-api-v0.20.0
"
github.com/Azure/go-autorest/tracing-v0.6.0,github.com/Azure/go-autorest/tracing,v0.6.0,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-tracing-v0.6.0
"
github.com/russross/blackfriday/v2-v2.0.1,github.com/russross/blackfriday/v2,v2.0.1,"SPDXRef-Package-gomod-github.com-russross-blackfriday-v2-v2.0.1
"
github.com/quobyte/api-v0.1.8,github.com/quobyte/api,v0.1.8,"SPDXRef-Package-gomod-github.com-quobyte-api-v0.1.8
"
gonum.org/v1/gonum-v0.6.2,gonum.org/v1/gonum,v0.6.2,"SPDXRef-Package-gomod-gonum.org-v1-gonum-v0.6.2
"
github.com/syndtr/gocapability-v0.0.0-20200815063812-42c35b437635,github.com/syndtr/gocapability,v0.0.0-20200815063812-42c35b437635,"SPDXRef-Package-gomod-github.com-syndtr-gocapability-v0.0.0-20200815063812-42c35b437635
"
golang.org/x/sys-v0.0.0-20210616094352-59db8d763f22,golang.org/x/sys,v0.0.0-20210616094352-59db8d763f22,"SPDXRef-Package-gomod-golang.org-x-sys-v0.0.0-20210616094352-59db8d763f22
"
github.com/prometheus/client_golang-v1.11.0,github.com/prometheus/client_golang,v1.11.0,"SPDXRef-Package-gomod-github.com-prometheus-clientC95golang-v1.11.0
"
k8s.io/component-base-v0.0.0,k8s.io/component-base,v0.0.0,"SPDXRef-Package-gomod-k8s.io-component-base-v0.0.0
"
github.com/opencontainers/selinux-v1.8.2,github.com/opencontainers/selinux,v1.8.2,"SPDXRef-Package-gomod-github.com-opencontainers-selinux-v1.8.2
"
golang.org/x/text-v0.3.6,golang.org/x/text,v0.3.6,"SPDXRef-Package-gomod-golang.org-x-text-v0.3.6
"
github.com/emicklei/go-restful-v2.9.5,github.com/emicklei/go-restful,v2.9.5,"SPDXRef-Package-gomod-github.com-emicklei-go-restful-v2.9.5C43incompatible
"
github.com/monochromegane/go-gitignore-v0.0.0-20200626010858-205db1a8cc00,github.com/monochromegane/go-gitignore,v0.0.0-20200626010858-205db1a8cc00,"SPDXRef-Package-gomod-github.com-monochromegane-go-gitignore-v0.0.0-20200626010858-205db1a8cc00
"
google.golang.org/grpc-v1.38.0,google.golang.org/grpc,v1.38.0,"SPDXRef-Package-gomod-google.golang.org-grpc-v1.38.0
"
k8s.io/mount-utils-v0.0.0,k8s.io/mount-utils,v0.0.0,"SPDXRef-Package-gomod-k8s.io-mount-utils-v0.0.0
"
github.com/go-openapi/swag-v0.19.14,github.com/go-openapi/swag,v0.19.14,"SPDXRef-Package-gomod-github.com-go-openapi-swag-v0.19.14
"
gopkg.in/gcfg.v1-v1.2.0,gopkg.in/gcfg.v1,v1.2.0,"SPDXRef-Package-gomod-gopkg.in-gcfg.v1-v1.2.0
"
github.com/google/btree-v1.0.1,github.com/google/btree,v1.0.1,"SPDXRef-Package-gomod-github.com-google-btree-v1.0.1
"
github.com/pquerna/cachecontrol-v0.0.0-20171018203845-0dec1b30a021,github.com/pquerna/cachecontrol,v0.0.0-20171018203845-0dec1b30a021,"SPDXRef-Package-gomod-github.com-pquerna-cachecontrol-v0.0.0-20171018203845-0dec1b30a021
"
golang.org/x/mod-v0.4.2,golang.org/x/mod,v0.4.2,"SPDXRef-Package-gomod-golang.org-x-mod-v0.4.2
"
k8s.io/kube-openapi-v0.0.0-20211109043538-20434351676c,k8s.io/kube-openapi,v0.0.0-20211109043538-20434351676c,"SPDXRef-Package-gomod-k8s.io-kube-openapi-v0.0.0-20211109043538-20434351676c
"
k8s.io/klog/v2-v2.9.0,k8s.io/klog/v2,v2.9.0,"SPDXRef-Package-gomod-k8s.io-klog-v2-v2.9.0
"
k8s.io/client-go-v0.0.0,k8s.io/client-go,v0.0.0,"SPDXRef-Package-gomod-k8s.io-client-go-v0.0.0
"
golang.org/x/oauth2-v0.0.0-20200107190931-bf48bf16ab8d,golang.org/x/oauth2,v0.0.0-20200107190931-bf48bf16ab8d,"SPDXRef-Package-gomod-golang.org-x-oauth2-v0.0.0-20200107190931-bf48bf16ab8d
"
github.com/pkg/errors-v0.9.1,github.com/pkg/errors,v0.9.1,"SPDXRef-Package-gomod-github.com-pkg-errors-v0.9.1
"
github.com/mindprince/gonvml-v0.0.0-20190828220739-9ebdce4bb989,github.com/mindprince/gonvml,v0.0.0-20190828220739-9ebdce4bb989,"SPDXRef-Package-gomod-github.com-mindprince-gonvml-v0.0.0-20190828220739-9ebdce4bb989
"
k8s.io/kube-controller-manager-v0.0.0,k8s.io/kube-controller-manager,v0.0.0,"SPDXRef-Package-gomod-k8s.io-kube-controller-manager-v0.0.0
"
github.com/Azure/go-autorest/autorest/validation-v0.1.0,github.com/Azure/go-autorest/autorest/validation,v0.1.0,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-validation-v0.1.0
"
k8s.io/cli-runtime-v0.0.0,k8s.io/cli-runtime,v0.0.0,"SPDXRef-Package-gomod-k8s.io-cli-runtime-v0.0.0
"
github.com/coreos/go-oidc-v2.1.0,github.com/coreos/go-oidc,v2.1.0,"SPDXRef-Package-gomod-github.com-coreos-go-oidc-v2.1.0C43incompatible
"
github.com/karrick/godirwalk-v1.16.1,github.com/karrick/godirwalk,v1.16.1,"SPDXRef-Package-gomod-github.com-karrick-godirwalk-v1.16.1
"
google.golang.org/protobuf-v1.26.0,google.golang.org/protobuf,v1.26.0,"SPDXRef-Package-gomod-google.golang.org-protobuf-v1.26.0
"
github.com/godbus/dbus/v5-v5.0.4,github.com/godbus/dbus/v5,v5.0.4,"SPDXRef-Package-gomod-github.com-godbus-dbus-v5-v5.0.4
"
k8s.io/apimachinery-v0.0.0,k8s.io/apimachinery,v0.0.0,"SPDXRef-Package-gomod-k8s.io-apimachinery-v0.0.0
"
github.com/vishvananda/netlink-v1.1.0,github.com/vishvananda/netlink,v1.1.0,"SPDXRef-Package-gomod-github.com-vishvananda-netlink-v1.1.0
"
github.com/golang/mock-v1.4.4,github.com/golang/mock,v1.4.4,"SPDXRef-Package-gomod-github.com-golang-mock-v1.4.4
"
github.com/gofrs/uuid-v4.0.0,github.com/gofrs/uuid,v4.0.0,"SPDXRef-Package-gomod-github.com-gofrs-uuid-v4.0.0C43incompatible
"
github.com/mxk/go-flowrate-v0.0.0-20140419014527-cca7078d478f,github.com/mxk/go-flowrate,v0.0.0-20140419014527-cca7078d478f,"SPDXRef-Package-gomod-github.com-mxk-go-flowrate-v0.0.0-20140419014527-cca7078d478f
"
github.com/gregjones/httpcache-v0.0.0-20180305231024-9cad4c3443a7,github.com/gregjones/httpcache,v0.0.0-20180305231024-9cad4c3443a7,"SPDXRef-Package-gomod-github.com-gregjones-httpcache-v0.0.0-20180305231024-9cad4c3443a7
"
github.com/moby/sys/mountinfo-v0.4.1,github.com/moby/sys/mountinfo,v0.4.1,"SPDXRef-Package-gomod-github.com-moby-sys-mountinfo-v0.4.1
"
github.com/go-openapi/jsonreference-v0.19.5,github.com/go-openapi/jsonreference,v0.19.5,"SPDXRef-Package-gomod-github.com-go-openapi-jsonreference-v0.19.5
"
github.com/Azure/go-autorest/autorest-v0.11.18,github.com/Azure/go-autorest/autorest,v0.11.18,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-v0.11.18
"
github.com/felixge/httpsnoop-v1.0.1,github.com/felixge/httpsnoop,v1.0.1,"SPDXRef-Package-gomod-github.com-felixge-httpsnoop-v1.0.1
"
k8s.io/utils-v0.0.0-20211116205334-6203023598ed,k8s.io/utils,v0.0.0-20211116205334-6203023598ed,"SPDXRef-Package-gomod-k8s.io-utils-v0.0.0-20211116205334-6203023598ed
"
github.com/evanphx/json-patch-v4.11.0,github.com/evanphx/json-patch,v4.11.0,"SPDXRef-Package-gomod-github.com-evanphx-json-patch-v4.11.0C43incompatible
"
github.com/Azure/go-autorest/autorest/date-v0.3.0,github.com/Azure/go-autorest/autorest/date,v0.3.0,"SPDXRef-Package-gomod-github.com-Azure-go-autorest-autorest-date-v0.3.0
"
golang.org/x/term-v0.0.0-20210220032956-6a3ed077a48d,golang.org/x/term,v0.0.0-20210220032956-6a3ed077a48d,"SPDXRef-Package-gomod-golang.org-x-term-v0.0.0-20210220032956-6a3ed077a48d
"
k8s.io/kube-proxy-v0.0.0,k8s.io/kube-proxy,v0.0.0,"SPDXRef-Package-gomod-k8s.io-kube-proxy-v0.0.0
"
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp-v0.20.0,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.20.0,"SPDXRef-Package-gomod-go.opentelemetry.io-contrib-instrumentation-net-http-otelhttp-v0.20.0
"
github.com/daviddengcn/go-colortext-v0.0.0-20160507010035-511bcaf42ccd,github.com/daviddengcn/go-colortext,v0.0.0-20160507010035-511bcaf42ccd,"SPDXRef-Package-gomod-github.com-daviddengcn-go-colortext-v0.0.0-20160507010035-511bcaf42ccd
"
github.com/clusterhq/flocker-go-v0.0.0-20160920122132-2b8b7259d313,github.com/clusterhq/flocker-go,v0.0.0-20160920122132-2b8b7259d313,"SPDXRef-Package-gomod-github.com-clusterhq-flocker-go-v0.0.0-20160920122132-2b8b7259d313
"
github.com/cespare/xxhash/v2-v2.1.1,github.com/cespare/xxhash/v2,v2.1.1,"SPDXRef-Package-gomod-github.com-cespare-xxhash-v2-v2.1.1
"
github.com/googleapis/gnostic-v0.5.5,github.com/googleapis/gnostic,v0.5.5,"SPDXRef-Package-gomod-github.com-googleapis-gnostic-v0.5.5
"
github.com/cpuguy83/go-md2man/v2-v2.0.0,github.com/cpuguy83/go-md2man/v2,v2.0.0,"SPDXRef-Package-gomod-github.com-cpuguy83-go-md2man-v2-v2.0.0
"
github.com/morikuni/aec-v1.0.0,github.com/morikuni/aec,v1.0.0,"SPDXRef-Package-gomod-github.com-morikuni-aec-v1.0.0
"
github.com/munnerz/goautoneg-v0.0.0-20191010083416-a7dc8b61c822,github.com/munnerz/goautoneg,v0.0.0-20191010083416-a7dc8b61c822,"SPDXRef-Package-gomod-github.com-munnerz-goautoneg-v0.0.0-20191010083416-a7dc8b61c822
"
github.com/euank/go-kmsg-parser-v2.0.0,github.com/euank/go-kmsg-parser,v2.0.0,"SPDXRef-Package-gomod-github.com-euank-go-kmsg-parser-v2.0.0C43incompatible
"
k8s.io/pod-security-admission-v0.0.0,k8s.io/pod-security-admission,v0.0.0,"SPDXRef-Package-gomod-k8s.io-pod-security-admission-v0.0.0
"
golang.org/x/crypto-v0.0.0-20210220033148-5ea612d1eb83,golang.org/x/crypto,v0.0.0-20210220033148-5ea612d1eb83,"SPDXRef-Package-gomod-golang.org-x-crypto-v0.0.0-20210220033148-5ea612d1eb83
"
go.uber.org/multierr-v1.6.0,go.uber.org/multierr,v1.6.0,"SPDXRef-Package-gomod-go.uber.org-multierr-v1.6.0
"
github.com/NYTimes/gziphandler-v1.1.1,github.com/NYTimes/gziphandler,v1.1.1,"SPDXRef-Package-gomod-github.com-NYTimes-gziphandler-v1.1.1
"
go.uber.org/zap-v1.17.0,go.uber.org/zap,v1.17.0,"SPDXRef-Package-gomod-go.uber.org-zap-v1.17.0
"
gopkg.in/yaml.v2-v2.4.0,gopkg.in/yaml.v2,v2.4.0,"SPDXRef-Package-gomod-gopkg.in-yaml.v2-v2.4.0
"
github.com/mrunalp/fileutils-v0.5.0,github.com/mrunalp/fileutils,v0.5.0,"SPDXRef-Package-gomod-github.com-mrunalp-fileutils-v0.5.0
"
github.com/PuerkitoBio/purell-v1.1.1,github.com/PuerkitoBio/purell,v1.1.1,"SPDXRef-Package-gomod-github.com-PuerkitoBio-purell-v1.1.1
"
github.com/modern-go/concurrent-v0.0.0-20180306012644-bacd9c7ef1dd,github.com/modern-go/concurrent,v0.0.0-20180306012644-bacd9c7ef1dd,"SPDXRef-Package-gomod-github.com-modern-go-concurrent-v0.0.0-20180306012644-bacd9c7ef1dd
"
github.com/fatih/camelcase-v1.0.0,github.com/fatih/camelcase,v1.0.0,"SPDXRef-Package-gomod-github.com-fatih-camelcase-v1.0.0
"
gopkg.in/natefinch/lumberjack.v2-v2.0.0,gopkg.in/natefinch/lumberjack.v2,v2.0.0,"SPDXRef-Package-gomod-gopkg.in-natefinch-lumberjack.v2-v2.0.0
"
gopkg.in/square/go-jose.v2-v2.2.2,gopkg.in/square/go-jose.v2,v2.2.2,"SPDXRef-Package-gomod-gopkg.in-square-go-jose.v2-v2.2.2
"
sigs.k8s.io/apiserver-network-proxy/konnectivity-client-v0.0.30,sigs.k8s.io/apiserver-network-proxy/konnectivity-client,v0.0.30,"SPDXRef-Package-gomod-sigs.k8s.io-apiserver-network-proxy-konnectivity-client-v0.0.30
"
go.opencensus.io-v0.22.3,go.opencensus.io,v0.22.3,"SPDXRef-Package-gomod-go.opencensus.io-v0.22.3
"
github.com/spf13/pflag-v1.0.5,github.com/spf13/pflag,v1.0.5,"SPDXRef-Package-gomod-github.com-spf13-pflag-v1.0.5
"
github.com/onsi/ginkgo-v1.14.0,github.com/onsi/ginkgo,v1.14.0,"SPDXRef-Package-gomod-github.com-onsi-ginkgo-v1.14.0
"
golang.org/x/tools-v0.1.2,golang.org/x/tools,v0.1.2,"SPDXRef-Package-gomod-golang.org-x-tools-v0.1.2
"
k8s.io/legacy-cloud-providers-v0.0.0,k8s.io/legacy-cloud-providers,v0.0.0,"SPDXRef-Package-gomod-k8s.io-legacy-cloud-providers-v0.0.0
"
github.com/docker/go-connections-v0.4.0,github.com/docker/go-connections,v0.4.0,"SPDXRef-Package-gomod-github.com-docker-go-connections-v0.4.0
"
github.com/containerd/ttrpc-v1.0.2,github.com/containerd/ttrpc,v1.0.2,"SPDXRef-Package-gomod-github.com-containerd-ttrpc-v1.0.2
"
cloud.google.com/go-v0.54.0,cloud.google.com/go,v0.54.0,"SPDXRef-Package-gomod-cloud.google.com-go-v0.54.0
"
go.opentelemetry.io/otel/sdk-v0.20.0,go.opentelemetry.io/otel/sdk,v0.20.0,"SPDXRef-Package-gomod-go.opentelemetry.io-otel-sdk-v0.20.0
"
github.com/shurcooL/sanitized_anchor_name-v1.0.0,github.com/shurcooL/sanitized_anchor_name,v1.0.0,"SPDXRef-Package-gomod-github.com-shurcooL-sanitizedC95anchorC95name-v1.0.0
"
github.com/prometheus/procfs-v0.6.0,github.com/prometheus/procfs,v0.6.0,"SPDXRef-Package-gomod-github.com-prometheus-procfs-v0.6.0
"
k8s.io/kubelet-v0.0.0,k8s.io/kubelet,v0.0.0,"SPDXRef-Package-gomod-k8s.io-kubelet-v0.0.0
"
github.com/google/shlex-v0.0.0-20191202100458-e7afc7fbc510,github.com/google/shlex,v0.0.0-20191202100458-e7afc7fbc510,"SPDXRef-Package-gomod-github.com-google-shlex-v0.0.0-20191202100458-e7afc7fbc510
"
github.com/liggitt/tabwriter-v0.0.0-20181228230101-89fcab3d43de,github.com/liggitt/tabwriter,v0.0.0-20181228230101-89fcab3d43de,"SPDXRef-Package-gomod-github.com-liggitt-tabwriter-v0.0.0-20181228230101-89fcab3d43de
"
github.com/fsnotify/fsnotify-v1.4.9,github.com/fsnotify/fsnotify,v1.4.9,"SPDXRef-Package-gomod-github.com-fsnotify-fsnotify-v1.4.9
"
github.com/gophercloud/gophercloud-v0.1.0,github.com/gophercloud/gophercloud,v0.1.0,"SPDXRef-Package-gomod-github.com-gophercloud-gophercloud-v0.1.0
"
github.com/sirupsen/logrus-v1.8.1,github.com/sirupsen/logrus,v1.8.1,"SPDXRef-Package-gomod-github.com-sirupsen-logrus-v1.8.1
"
k8s.io/component-helpers-v0.0.0,k8s.io/component-helpers,v0.0.0,"SPDXRef-Package-gomod-k8s.io-component-helpers-v0.0.0
"
github.com/moby/ipvs-v1.0.1,github.com/moby/ipvs,v1.0.1,"SPDXRef-Package-gomod-github.com-moby-ipvs-v1.0.1
"
golang.org/x/xerrors-v0.0.0-20200804184101-5ec99f83aff1,golang.org/x/xerrors,v0.0.0-20200804184101-5ec99f83aff1,"SPDXRef-Package-gomod-golang.org-x-xerrors-v0.0.0-20200804184101-5ec99f83aff1
"
github.com/moby/term-v0.0.0-20210610120745-9d4ed1856297,github.com/moby/term,v0.0.0-20210610120745-9d4ed1856297,"SPDXRef-Package-gomod-github.com-moby-term-v0.0.0-20210610120745-9d4ed1856297
"
github.com/grpc-ecosystem/go-grpc-middleware-v1.3.0,github.com/grpc-ecosystem/go-grpc-middleware,v1.3.0,"SPDXRef-Package-gomod-github.com-grpc-ecosystem-go-grpc-middleware-v1.3.0
"
github.com/vishvananda/netns-v0.0.0-20200728191858-db3c7e526aae,github.com/vishvananda/netns,v0.0.0-20200728191858-db3c7e526aae,"SPDXRef-Package-gomod-github.com-vishvananda-netns-v0.0.0-20200728191858-db3c7e526aae
"
golang.org/x/time-v0.0.0-20210723032227-1f47c861a9ac,golang.org/x/time,v0.0.0-20210723032227-1f47c861a9ac,"SPDXRef-Package-gomod-golang.org-x-time-v0.0.0-20210723032227-1f47c861a9ac
"
