RelationshipType,Source,Target
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-cfc828482c30026975b9e1c56147ac6161209278
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-35d6bcb8a968f05b15f69cfbc5ce7999a397261c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2a3afdcd3f3b0d759c728aff0e1b75a0bd5601a5
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-51aa6394d69b950c294ce268810fef681f1e6473
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9d4fee757f8d7cef52b0e1e12903259f5e2b633c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f6be773a0b16f049664b4d861cd8d0659824b456
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-861788ca3fc5aedef9464d06915a9208ed1f75e0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-07db841af689061ba1c09ce599cd5714a5cd1ab6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-45235d340131cf0889623ac79c6a70d5e1750a53
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6a46f1529aba1e49b1d25ffa28b78495bd4679ee
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6a424dba467e43dea7fcda30bfd421f619eec732
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b53e85418fe7cdd657e2c93f7a64b962495a8d6f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5878966c31d9495de3b0e7818f8c26986efda662
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-465dae41f6a75ed19a6948355a0bddf9c2557d1f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-40867f96e6d173319298d9460d16a211f3670f7d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-26e96d9cd9ca46daf94b39af8a5a71b43e1aeb03
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4b9105846b1ef9533d024f1076f0f7415f68534b
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-dea573b905f5d2ddff8923add6359eaf2e53fc03
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c1dcc1f1cf1cba0c4288726517a29a6ea16329e3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d8e22f92325fae137adc9d5965e384d82b8079d4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f0c8d46e59bbb5768488524ce3e4db0a59fc725a
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-6e13c9a192f39cccdb90eebed07dc86619fbe81c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5492667f31269ab537725435a23b91a5ff63f0ef
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-475769fdc55f6722aa0c40b656f3cd79b1bb9691
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9b01dcd6cc2b30afa5618193a8370054b007191f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d928f4643d7142575f21dbd06a161987e12534c0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-82deda52acfda37db87b9349408ea645d6129d70
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a5f5499d12b0882feeb0159b22bb49b8c7ec8f9d
